,lat,lon,SPEEDLML
0,33.0,-116.875,4.397617
1,33.0,-116.25,7.35767
2,33.0,-115.625,5.9023976
3,33.0,-115.0,4.9680824
4,33.5,-117.5,4.043717
5,33.5,-116.875,4.3771377
6,33.5,-116.25,5.160438
7,33.5,-115.625,4.333179
8,33.5,-115.0,4.6812854
9,34.0,-118.125,4.034191
10,34.0,-117.5,3.4836032
11,34.0,-116.875,3.73162
12,34.0,-116.25,5.012021
13,34.0,-115.625,4.5164237
14,34.0,-115.0,4.56134
15,34.5,-120.0,4.4149017
16,34.5,-119.375,3.9659345
17,34.5,-118.75,4.145187
18,34.5,-118.125,3.836067
19,34.5,-117.5,4.144624
20,34.5,-116.875,4.771674
21,34.5,-116.25,5.5546145
22,34.5,-115.625,4.6047373
23,34.5,-115.0,4.624514
24,35.0,-120.625,4.4773564
25,35.0,-120.0,3.9138117
26,35.0,-119.375,3.4485047
27,35.0,-118.75,2.6905289
28,35.0,-118.125,4.8276973
29,35.0,-117.5,5.348203
30,35.0,-116.875,5.4260883
31,35.0,-116.25,4.190562
32,35.0,-115.625,3.7706273
33,35.0,-115.0,4.8564544
34,35.5,-120.625,3.8302233
35,35.5,-120.0,2.9271371
36,35.5,-119.375,2.839774
37,35.5,-118.75,2.6876743
38,35.5,-118.125,4.341535
39,35.5,-117.5,3.6074054
40,35.5,-116.875,4.2390676
41,35.5,-116.25,3.3019772
42,35.5,-115.625,2.6558297
43,36.0,-121.25,4.450104
44,36.0,-120.625,3.5523784
45,36.0,-120.0,3.2460375
46,36.0,-119.375,2.994768
47,36.0,-118.75,2.2616947
48,36.0,-118.125,3.2879944
49,36.0,-117.5,2.2108643
50,36.0,-116.875,2.6369655
51,36.0,-116.25,3.051575
52,36.5,-121.875,5.2131715
53,36.5,-121.25,4.443942
54,36.5,-120.625,4.2754836
55,36.5,-120.0,3.7850535
56,36.5,-119.375,3.810395
57,36.5,-118.75,1.9813126
58,36.5,-118.125,2.919034
59,36.5,-117.5,2.8132732
60,36.5,-116.875,2.8434274
61,37.0,-121.875,4.511494
62,37.0,-121.25,4.145654
63,37.0,-120.625,4.6402984
64,37.0,-120.0,4.501715
65,37.0,-119.375,3.4159172
66,37.0,-118.75,2.523615
67,37.0,-118.125,3.3300266
68,37.0,-117.5,3.070173
69,37.5,-121.875,4.9395313
70,37.5,-121.25,4.5019813
71,37.5,-120.625,5.142957
72,37.5,-120.0,4.7833667
73,37.5,-119.375,2.828372
74,37.5,-118.75,4.4105887
75,37.5,-118.125,2.6458738
76,38.0,-122.5,5.143986
77,38.0,-121.875,4.427915
78,38.0,-121.25,5.14633
79,38.0,-120.625,5.6544833
80,38.0,-120.0,4.3317046
81,38.0,-119.375,4.044247
82,38.0,-118.75,5.379375
83,38.5,-123.125,6.145513
84,38.5,-122.5,3.9285517
85,38.5,-121.875,3.8469744
86,38.5,-121.25,5.6498837
87,38.5,-120.625,5.5859776
88,38.5,-120.0,4.624685
89,38.5,-119.375,3.9844897
90,39.0,-123.125,4.5717835
91,39.0,-122.5,3.8104067
92,39.0,-121.875,4.380613
93,39.0,-121.25,5.300539
94,39.0,-120.625,4.4046235
95,39.5,-123.75,8.264992
96,39.5,-123.125,4.6442842
97,39.5,-122.5,4.2393365
98,39.5,-121.875,6.40797
99,39.5,-121.25,4.6183786
100,39.5,-120.625,3.858012
101,40.0,-123.75,7.341397
102,40.0,-123.125,4.759416
103,40.0,-122.5,5.7164764
104,40.0,-121.875,8.101752
105,40.0,-121.25,4.013924
106,40.0,-120.625,3.2315006
107,40.0,-120.0,2.9334977
108,40.5,-124.375,12.800195
109,40.5,-123.75,6.911671
110,40.5,-123.125,4.7686577
111,40.5,-122.5,5.619696
112,40.5,-121.875,6.522165
113,40.5,-121.25,4.3844986
114,40.5,-120.625,3.3495185
115,40.5,-120.0,3.040469
116,41.0,-123.75,7.2630153
117,41.0,-123.125,5.923862
118,41.0,-122.5,4.898913
119,41.0,-121.875,4.299052
120,41.0,-121.25,4.874974
121,41.0,-120.625,5.1529927
122,41.0,-120.0,4.5298247
123,41.5,-123.75,6.6227975
124,41.5,-123.125,5.566993
125,41.5,-122.5,6.3260293
126,41.5,-121.875,5.611915
127,41.5,-121.25,4.802703
128,41.5,-120.625,5.508478
129,41.5,-120.0,5.477983
130,42.0,-123.125,5.8291817
131,42.0,-122.5,5.8375974
132,42.0,-121.875,6.5079427
