Unnamed: 0,lat,lon,AvgSurfT_tavg
0,33.0,-116.875,-258.76694999999995
1,33.0,-116.25,-257.72223999999994
2,33.0,-115.625,-253.54834999999997
3,33.0,-115.0,-254.63703999999996
4,33.5,-117.5,-256.53495
5,33.5,-116.875,-260.22946999999994
6,33.5,-116.25,-256.94123999999994
7,33.5,-115.625,-255.87419999999997
8,33.5,-115.0,-255.35346999999996
9,34.0,-118.125,-258.14363
10,34.0,-117.5,-259.12339999999995
11,34.0,-116.875,-260.69539999999995
12,34.0,-116.25,-259.40561999999994
13,34.0,-115.625,-257.16883999999993
14,34.0,-115.0,-256.11999999999995
15,34.5,-120.0,-259.667
16,34.5,-119.375,-261.48987999999997
17,34.5,-118.75,-260.34122999999994
18,34.5,-118.125,-260.1740199999999
19,34.5,-117.5,-261.16983999999997
20,34.5,-116.875,-261.45005
21,34.5,-116.25,-258.99992
22,34.5,-115.625,-257.41785999999996
23,34.5,-115.0,-257.8864
24,35.0,-120.625,-260.19163
25,35.0,-120.0,-262.14701999999994
26,35.0,-119.375,-261.25395
27,35.0,-118.75,-261.1967599999999
28,35.0,-118.125,-261.45809999999994
29,35.0,-117.5,-260.1937
30,35.0,-116.875,-259.80974
31,35.0,-116.25,-257.71347999999995
32,35.0,-115.625,-260.73947999999996
33,35.0,-115.0,-259.86475999999993
34,35.5,-120.625,-261.35562999999996
35,35.5,-120.0,-261.22952999999995
36,35.5,-119.375,-257.56192999999996
37,35.5,-118.75,-259.1278
38,35.5,-118.125,-262.70649999999995
39,35.5,-117.5,-260.28006999999997
40,35.5,-116.875,-260.43497999999994
41,35.5,-116.25,-258.69255
42,35.5,-115.625,-261.22721999999993
43,36.0,-121.25,-261.63822999999996
44,36.0,-120.625,-261.71103999999997
45,36.0,-120.0,-260.31381999999996
46,36.0,-119.375,-258.21986
47,36.0,-118.75,-262.01221999999996
48,36.0,-118.125,-267.82086999999996
49,36.0,-117.5,-262.28983999999997
50,36.0,-116.875,-259.70786999999996
51,36.0,-116.25,-259.09104999999994
52,36.5,-121.875,-260.44386
53,36.5,-121.25,-262.7360699999999
54,36.5,-120.625,-261.90135
55,36.5,-120.0,-259.94649999999996
56,36.5,-119.375,-258.18649999999997
57,36.5,-118.75,-266.61515999999995
58,36.5,-118.125,-269.3203
59,36.5,-117.5,-261.47844
60,36.5,-116.875,-260.00043999999997
61,37.0,-121.875,-261.46775999999994
62,37.0,-121.25,-262.09955999999994
63,37.0,-120.625,-260.36887999999993
64,37.0,-120.0,-259.5092599999999
65,37.0,-119.375,-262.67835999999994
66,37.0,-118.75,-273.58786999999995
67,37.0,-118.125,-268.30997999999994
68,37.0,-117.5,-263.52879999999993
69,37.5,-121.875,-261.94419999999997
70,37.5,-121.25,-261.76023999999995
71,37.5,-120.625,-260.42951999999997
72,37.5,-120.0,-262.88025999999996
73,37.5,-119.375,-271.52097999999995
74,37.5,-118.75,-273.99091999999996
75,37.5,-118.125,-267.4102
76,38.0,-122.5,-260.99375999999995
77,38.0,-121.875,-261.20615999999995
78,38.0,-121.25,-260.77964
79,38.0,-120.625,-262.33002999999997
80,38.0,-120.0,-267.79202999999995
81,38.0,-119.375,-275.0302
82,38.0,-118.75,-270.66315999999995
83,38.5,-123.125,-262.02085999999997
84,38.5,-122.5,-262.22669999999994
85,38.5,-121.875,-260.9942
86,38.5,-121.25,-261.15599999999995
87,38.5,-120.625,-265.15854999999993
88,38.5,-120.0,-271.69052999999997
89,38.5,-119.375,-271.90164999999996
90,39.0,-123.125,-264.2091199999999
91,39.0,-122.5,-262.89167
92,39.0,-121.875,-261.27232
93,39.0,-121.25,-262.58631999999994
94,39.0,-120.625,-267.7623
95,39.5,-123.75,-263.15683999999993
96,39.5,-123.125,-266.72586999999993
97,39.5,-122.5,-263.05699999999996
98,39.5,-121.875,-261.84092
99,39.5,-121.25,-265.34989999999993
100,39.5,-120.625,-270.67529999999994
101,40.0,-123.75,-264.88962999999995
102,40.0,-123.125,-268.29087999999996
103,40.0,-122.5,-263.61379999999997
104,40.0,-121.875,-264.34329999999994
105,40.0,-121.25,-269.60205999999994
106,40.0,-120.625,-271.06442999999996
107,40.0,-120.0,-268.63505
108,40.5,-124.375,-262.5429
109,40.5,-123.75,-266.46524999999997
110,40.5,-123.125,-268.62796999999995
111,40.5,-122.5,-264.51807999999994
112,40.5,-121.875,-266.1696299999999
113,40.5,-121.25,-271.98619999999994
114,40.5,-120.625,-270.89536999999996
115,40.5,-120.0,-268.18152999999995
116,41.0,-123.75,-266.37686999999994
117,41.0,-123.125,-270.13859999999994
118,41.0,-122.5,-269.39987999999994
119,41.0,-121.875,-268.06143999999995
120,41.0,-121.25,-269.4154199999999
121,41.0,-120.625,-271.36479999999995
122,41.0,-120.0,-270.36655999999994
123,41.5,-123.75,-266.75446999999997
124,41.5,-123.125,-270.11893999999995
125,41.5,-122.5,-271.11789999999996
126,41.5,-121.875,-272.00107999999994
127,41.5,-121.25,-270.61283999999995
128,41.5,-120.625,-270.22666999999996
129,41.5,-120.0,-270.22486999999995
130,42.0,-123.125,-270.05271999999997
131,42.0,-122.5,-270.40457999999995
132,42.0,-121.875,-271.28971999999993
