,lat,lon,SPEEDLML
0,33.0,-116.875,3.933401
1,33.0,-116.25,4.794996
2,33.0,-115.625,4.835853
3,33.0,-115.0,4.7879944
4,33.5,-117.5,4.567614
5,33.5,-116.875,4.611944
6,33.5,-116.25,5.604304
7,33.5,-115.625,5.655808
8,33.5,-115.0,4.588471
9,34.0,-118.125,4.3732204
10,34.0,-117.5,4.7574496
11,34.0,-116.875,4.8680196
12,34.0,-116.25,5.55014
13,34.0,-115.625,5.743957
14,34.0,-115.0,4.9066377
15,34.5,-120.0,6.815146
16,34.5,-119.375,5.2417145
17,34.5,-118.75,5.2406497
18,34.5,-118.125,5.412252
19,34.5,-117.5,5.115421
20,34.5,-116.875,4.9376793
21,34.5,-116.25,5.1701064
22,34.5,-115.625,5.7367454
23,34.5,-115.0,5.105961
24,35.0,-120.625,6.3541884
25,35.0,-120.0,4.9370875
26,35.0,-119.375,4.454222
27,35.0,-118.75,3.451101
28,35.0,-118.125,5.366217
29,35.0,-117.5,5.750826
30,35.0,-116.875,5.2091546
31,35.0,-116.25,5.2430487
32,35.0,-115.625,5.726067
33,35.0,-115.0,4.605496
34,35.5,-120.625,4.3747277
35,35.5,-120.0,4.6474223
36,35.5,-119.375,5.4338136
37,35.5,-118.75,4.6165695
38,35.5,-118.125,4.425392
39,35.5,-117.5,5.3711963
40,35.5,-116.875,5.01421
41,35.5,-116.25,5.458524
42,35.5,-115.625,5.065899
43,36.0,-121.25,5.813906
44,36.0,-120.625,4.577142
45,36.0,-120.0,5.865669
46,36.0,-119.375,4.7451787
47,36.0,-118.75,4.8986754
48,36.0,-118.125,3.9410057
49,36.0,-117.5,4.980551
50,36.0,-116.875,4.942697
51,36.0,-116.25,5.2518654
52,36.5,-121.875,4.109092
53,36.5,-121.25,3.9628782
54,36.5,-120.625,5.3351817
55,36.5,-120.0,6.32289
56,36.5,-119.375,4.8557997
57,36.5,-118.75,4.2371297
58,36.5,-118.125,3.0802763
59,36.5,-117.5,3.9526641
60,36.5,-116.875,5.234345
61,37.0,-121.875,3.306983
62,37.0,-121.25,4.514418
63,37.0,-120.625,5.6909413
64,37.0,-120.0,4.973822
65,37.0,-119.375,4.9266043
66,37.0,-118.75,4.113845
67,37.0,-118.125,2.8618593
68,37.0,-117.5,3.364336
69,37.5,-121.875,4.3700085
70,37.5,-121.25,5.051797
71,37.5,-120.625,4.9051514
72,37.5,-120.0,4.932556
73,37.5,-119.375,4.6022463
74,37.5,-118.75,4.428692
75,37.5,-118.125,3.186821
76,38.0,-122.5,4.3590665
77,38.0,-121.875,5.1535125
78,38.0,-121.25,4.623807
79,38.0,-120.625,4.108677
80,38.0,-120.0,4.8439155
81,38.0,-119.375,4.437177
82,38.0,-118.75,4.608121
83,38.5,-123.125,7.107544
84,38.5,-122.5,4.8979983
85,38.5,-121.875,4.5654855
86,38.5,-121.25,3.8894212
87,38.5,-120.625,4.018743
88,38.5,-120.0,4.9081907
89,38.5,-119.375,3.8540199
90,39.0,-123.125,5.2275414
91,39.0,-122.5,5.6622233
92,39.0,-121.875,4.0582805
93,39.0,-121.25,3.7434044
94,39.0,-120.625,3.7148979
95,39.5,-123.75,6.8804336
96,39.5,-123.125,4.867412
97,39.5,-122.5,5.796325
98,39.5,-121.875,4.078937
99,39.5,-121.25,3.672897
100,39.5,-120.625,3.370578
101,40.0,-123.75,5.7648983
102,40.0,-123.125,4.6515427
103,40.0,-122.5,6.3155036
104,40.0,-121.875,5.4720535
105,40.0,-121.25,3.782365
106,40.0,-120.625,3.2290256
107,40.0,-120.0,3.086332
108,40.5,-124.375,9.563671
109,40.5,-123.75,4.746204
110,40.5,-123.125,4.3044972
111,40.5,-122.5,4.931704
112,40.5,-121.875,5.5891595
113,40.5,-121.25,4.581969
114,40.5,-120.625,4.6242566
115,40.5,-120.0,4.8339705
116,41.0,-123.75,4.3651395
117,41.0,-123.125,4.553751
118,41.0,-122.5,5.1452475
119,41.0,-121.875,5.597435
120,41.0,-121.25,5.216958
121,41.0,-120.625,5.1632175
122,41.0,-120.0,5.485599
123,41.5,-123.75,5.029076
124,41.5,-123.125,4.4982586
125,41.5,-122.5,4.5713
126,41.5,-121.875,5.0159006
127,41.5,-121.25,5.4954963
128,41.5,-120.625,5.475598
129,41.5,-120.0,5.1479173
130,42.0,-123.125,3.8499413
131,42.0,-122.5,3.7863195
132,42.0,-121.875,4.685004
