,lat,lon,SPEEDLML
0,33.0,-116.875,4.1857553
1,33.0,-116.25,4.5024867
2,33.0,-115.625,4.698259
3,33.0,-115.0,6.2051983
4,33.5,-117.5,5.507931
5,33.5,-116.875,4.334785
6,33.5,-116.25,4.137872
7,33.5,-115.625,5.132295
8,33.5,-115.0,5.5155244
9,34.0,-118.125,4.7616153
10,34.0,-117.5,4.7967196
11,34.0,-116.875,4.3383145
12,34.0,-116.25,4.629275
13,34.0,-115.625,4.5224204
14,34.0,-115.0,5.417744
15,34.5,-120.0,6.154488
16,34.5,-119.375,5.0581822
17,34.5,-118.75,4.9237075
18,34.5,-118.125,6.250337
19,34.5,-117.5,6.1719766
20,34.5,-116.875,5.875033
21,34.5,-116.25,6.3062806
22,34.5,-115.625,5.1454954
23,34.5,-115.0,6.256716
24,35.0,-120.625,6.3587394
25,35.0,-120.0,4.868856
26,35.0,-119.375,4.4645486
27,35.0,-118.75,4.9162455
28,35.0,-118.125,6.5127964
29,35.0,-117.5,6.9988055
30,35.0,-116.875,7.3422017
31,35.0,-116.25,7.432881
32,35.0,-115.625,6.182585
33,35.0,-115.0,6.8947487
34,35.5,-120.625,5.722505
35,35.5,-120.0,4.656796
36,35.5,-119.375,4.8650317
37,35.5,-118.75,4.107207
38,35.5,-118.125,5.6636963
39,35.5,-117.5,6.370937
40,35.5,-116.875,7.2757764
41,35.5,-116.25,8.104817
42,35.5,-115.625,6.8394814
43,36.0,-121.25,6.196051
44,36.0,-120.625,5.8085103
45,36.0,-120.0,6.077755
46,36.0,-119.375,4.9605584
47,36.0,-118.75,3.013912
48,36.0,-118.125,4.403236
49,36.0,-117.5,5.153726
50,36.0,-116.875,5.5675163
51,36.0,-116.25,6.789537
52,36.5,-121.875,5.278848
53,36.5,-121.25,4.6166224
54,36.5,-120.625,5.697563
55,36.5,-120.0,6.968758
56,36.5,-119.375,4.5797663
57,36.5,-118.75,2.7225387
58,36.5,-118.125,3.5725315
59,36.5,-117.5,4.0366173
60,36.5,-116.875,5.080956
61,37.0,-121.875,4.5123415
62,37.0,-121.25,5.4805055
63,37.0,-120.625,6.7438016
64,37.0,-120.0,5.9424186
65,37.0,-119.375,4.2162023
66,37.0,-118.75,2.5972297
67,37.0,-118.125,3.3002932
68,37.0,-117.5,4.3389945
69,37.5,-121.875,5.9154553
70,37.5,-121.25,5.8516994
71,37.5,-120.625,5.583842
72,37.5,-120.0,5.0361447
73,37.5,-119.375,3.4942372
74,37.5,-118.75,2.7012436
75,37.5,-118.125,2.8989136
76,38.0,-122.5,6.2405834
77,38.0,-121.875,7.7437644
78,38.0,-121.25,5.885025
79,38.0,-120.625,4.482505
80,38.0,-120.0,4.3223968
81,38.0,-119.375,3.5703783
82,38.0,-118.75,3.1013978
83,38.5,-123.125,7.7700257
84,38.5,-122.5,5.425386
85,38.5,-121.875,6.1256204
86,38.5,-121.25,5.691073
87,38.5,-120.625,4.5753446
88,38.5,-120.0,4.4264407
89,38.5,-119.375,3.9882958
90,39.0,-123.125,5.1206985
91,39.0,-122.5,4.7145615
92,39.0,-121.875,5.3168154
93,39.0,-121.25,5.9135137
94,39.0,-120.625,4.6513925
95,39.5,-123.75,6.547752
96,39.5,-123.125,3.6151874
97,39.5,-122.5,4.4003706
98,39.5,-121.875,6.408167
99,39.5,-121.25,5.208428
100,39.5,-120.625,4.101734
101,40.0,-123.75,5.3590207
102,40.0,-123.125,3.4243395
103,40.0,-122.5,3.9188795
104,40.0,-121.875,6.9356694
105,40.0,-121.25,4.363422
106,40.0,-120.625,4.1154733
107,40.0,-120.0,4.131821
108,40.5,-124.375,9.923091
109,40.5,-123.75,4.3183393
110,40.5,-123.125,3.5088453
111,40.5,-122.5,3.6979625
112,40.5,-121.875,6.1253457
113,40.5,-121.25,4.5700173
114,40.5,-120.625,3.835152
115,40.5,-120.0,3.6475194
116,41.0,-123.75,3.5630486
117,41.0,-123.125,3.5965412
118,41.0,-122.5,3.5246341
119,41.0,-121.875,4.216595
120,41.0,-121.25,4.6427674
121,41.0,-120.625,4.161206
122,41.0,-120.0,3.9836628
123,41.5,-123.75,4.4166803
124,41.5,-123.125,3.8655102
125,41.5,-122.5,3.2403185
126,41.5,-121.875,3.4196537
127,41.5,-121.25,4.010785
128,41.5,-120.625,4.162071
129,41.5,-120.0,3.9853356
130,42.0,-123.125,4.6338725
131,42.0,-122.5,4.144381
132,42.0,-121.875,3.5337121
