,lat,lon,SPEEDLML
0,33.0,-116.875,3.0140734
1,33.0,-116.25,2.9095716
2,33.0,-115.625,3.47672
3,33.0,-115.0,3.4782503
4,33.5,-117.5,3.455721
5,33.5,-116.875,2.5263772
6,33.5,-116.25,2.6629057
7,33.5,-115.625,3.17379
8,33.5,-115.0,3.1611602
9,34.0,-118.125,3.2232695
10,34.0,-117.5,2.8402603
11,34.0,-116.875,2.2946084
12,34.0,-116.25,2.2531674
13,34.0,-115.625,2.8864772
14,34.0,-115.0,2.8285942
15,34.5,-120.0,4.751723
16,34.5,-119.375,3.835026
17,34.5,-118.75,3.4059088
18,34.5,-118.125,3.0962706
19,34.5,-117.5,2.1613758
20,34.5,-116.875,1.7437677
21,34.5,-116.25,2.241067
22,34.5,-115.625,3.6404183
23,34.5,-115.0,3.5564167
24,35.0,-120.625,3.2957737
25,35.0,-120.0,3.6100483
26,35.0,-119.375,2.8760698
27,35.0,-118.75,3.1889107
28,35.0,-118.125,2.850396
29,35.0,-117.5,2.0280073
30,35.0,-116.875,1.5927553
31,35.0,-116.25,2.5901442
32,35.0,-115.625,4.1624284
33,35.0,-115.0,3.6208494
34,35.5,-120.625,3.2263489
35,35.5,-120.0,3.5279512
36,35.5,-119.375,2.7816656
37,35.5,-118.75,3.1168375
38,35.5,-118.125,3.0623772
39,35.5,-117.5,2.3737557
40,35.5,-116.875,1.742736
41,35.5,-116.25,2.861767
42,35.5,-115.625,3.9376972
43,36.0,-121.25,2.4769013
44,36.0,-120.625,3.5687687
45,36.0,-120.0,3.4466956
46,36.0,-119.375,3.052736
47,36.0,-118.75,2.6632154
48,36.0,-118.125,2.921045
49,36.0,-117.5,2.9120557
50,36.0,-116.875,2.1041412
51,36.0,-116.25,3.3676918
52,36.5,-121.875,4.6986427
53,36.5,-121.25,3.194885
54,36.5,-120.625,2.6617672
55,36.5,-120.0,2.0713234
56,36.5,-119.375,3.1350555
57,36.5,-118.75,2.408331
58,36.5,-118.125,3.1303685
59,36.5,-117.5,3.024543
60,36.5,-116.875,3.0492127
61,37.0,-121.875,5.133819
62,37.0,-121.25,4.0909505
63,37.0,-120.625,2.7082112
64,37.0,-120.0,2.6934566
65,37.0,-119.375,2.7466757
66,37.0,-118.75,3.4748743
67,37.0,-118.125,3.4099057
68,37.0,-117.5,3.1724777
69,37.5,-121.875,6.5633106
70,37.5,-121.25,4.4218917
71,37.5,-120.625,3.5410693
72,37.5,-120.0,3.5576837
73,37.5,-119.375,3.3094327
74,37.5,-118.75,5.583469
75,37.5,-118.125,3.808072
76,38.0,-122.5,7.9783444
77,38.0,-121.875,6.479035
78,38.0,-121.25,5.0871263
79,38.0,-120.625,4.901928
80,38.0,-120.0,4.5401797
81,38.0,-119.375,6.098561
82,38.0,-118.75,7.2706337
83,38.5,-123.125,9.102372
84,38.5,-122.5,7.6262107
85,38.5,-121.875,7.0571303
86,38.5,-121.25,6.818109
87,38.5,-120.625,6.317076
88,38.5,-120.0,6.6169734
89,38.5,-119.375,7.310434
90,39.0,-123.125,7.124253
91,39.0,-122.5,8.511353
92,39.0,-121.875,8.610946
93,39.0,-121.25,7.4743714
94,39.0,-120.625,6.4668336
95,39.5,-123.75,10.813249
96,39.5,-123.125,7.233635
97,39.5,-122.5,9.44557
98,39.5,-121.875,10.701501
99,39.5,-121.25,7.3261952
100,39.5,-120.625,6.8238397
101,40.0,-123.75,10.70194
102,40.0,-123.125,7.7935214
103,40.0,-122.5,9.666071
104,40.0,-121.875,13.541406
105,40.0,-121.25,7.8309026
106,40.0,-120.625,8.485317
107,40.0,-120.0,7.1948905
108,40.5,-124.375,16.529016
109,40.5,-123.75,10.092532
110,40.5,-123.125,7.758051
111,40.5,-122.5,8.624063
112,40.5,-121.875,12.9750185
113,40.5,-121.25,10.158502
114,40.5,-120.625,9.975429
115,40.5,-120.0,8.860885
116,41.0,-123.75,10.337306
117,41.0,-123.125,8.909254
118,41.0,-122.5,8.544381
119,41.0,-121.875,11.597123
120,41.0,-121.25,13.630397
121,41.0,-120.625,11.832173
122,41.0,-120.0,11.304985
123,41.5,-123.75,11.114018
124,41.5,-123.125,10.333648
125,41.5,-122.5,11.580003
126,41.5,-121.875,12.935126
127,41.5,-121.25,14.609096
128,41.5,-120.625,14.134707
129,41.5,-120.0,13.0168295
130,42.0,-123.125,10.289096
131,42.0,-122.5,9.618545
132,42.0,-121.875,13.396362
