,lat,lon,SPEEDLML
0,33.0,-116.875,4.334951
1,33.0,-116.25,5.274011
2,33.0,-115.625,5.016143
3,33.0,-115.0,4.8115106
4,33.5,-117.5,3.9721034
5,33.5,-116.875,3.9884593
6,33.5,-116.25,4.2192106
7,33.5,-115.625,4.6726203
8,33.5,-115.0,5.050103
9,34.0,-118.125,2.9194973
10,34.0,-117.5,3.4764032
11,34.0,-116.875,3.9686515
12,34.0,-116.25,4.302089
13,34.0,-115.625,4.955256
14,34.0,-115.0,4.856703
15,34.5,-120.0,4.5591016
16,34.5,-119.375,3.4417725
17,34.5,-118.75,3.623256
18,34.5,-118.125,4.308643
19,34.5,-117.5,4.77739
20,34.5,-116.875,5.292313
21,34.5,-116.25,5.79691
22,34.5,-115.625,4.9294133
23,34.5,-115.0,4.6996465
24,35.0,-120.625,4.3566613
25,35.0,-120.0,3.6282098
26,35.0,-119.375,2.8534164
27,35.0,-118.75,3.036001
28,35.0,-118.125,5.264749
29,35.0,-117.5,5.8581386
30,35.0,-116.875,6.467617
31,35.0,-116.25,5.7202473
32,35.0,-115.625,4.9562593
33,35.0,-115.0,5.1508756
34,35.5,-120.625,3.4591122
35,35.5,-120.0,4.4563475
36,35.5,-119.375,4.7048573
37,35.5,-118.75,3.6745682
38,35.5,-118.125,5.0888686
39,35.5,-117.5,5.7124844
40,35.5,-116.875,6.6738415
41,35.5,-116.25,6.121878
42,35.5,-115.625,5.7826123
43,36.0,-121.25,5.379541
44,36.0,-120.625,3.6839898
45,36.0,-120.0,4.5373244
46,36.0,-119.375,3.5070574
47,36.0,-118.75,3.4956484
48,36.0,-118.125,4.6690097
49,36.0,-117.5,5.30533
50,36.0,-116.875,5.7390103
51,36.0,-116.25,6.284256
52,36.5,-121.875,5.7720237
53,36.5,-121.25,4.7496347
54,36.5,-120.625,4.482391
55,36.5,-120.0,4.7773223
56,36.5,-119.375,3.1067903
57,36.5,-118.75,3.6735184
58,36.5,-118.125,4.545944
59,36.5,-117.5,4.8926845
60,36.5,-116.875,5.365681
61,37.0,-121.875,5.220098
62,37.0,-121.25,5.679817
63,37.0,-120.625,6.012605
64,37.0,-120.0,4.2040367
65,37.0,-119.375,3.8011444
66,37.0,-118.75,3.8371353
67,37.0,-118.125,4.672137
68,37.0,-117.5,5.2658076
69,37.5,-121.875,6.368891
70,37.5,-121.25,5.854845
71,37.5,-120.625,4.822037
72,37.5,-120.0,4.3813586
73,37.5,-119.375,4.152045
74,37.5,-118.75,4.414309
75,37.5,-118.125,4.7623777
76,38.0,-122.5,6.45713
77,38.0,-121.875,7.3211217
78,38.0,-121.25,5.797527
79,38.0,-120.625,4.458405
80,38.0,-120.0,4.650302
81,38.0,-119.375,4.7425857
82,38.0,-118.75,4.4215765
83,38.5,-123.125,8.488784
84,38.5,-122.5,4.777741
85,38.5,-121.875,5.4287105
86,38.5,-121.25,4.9952855
87,38.5,-120.625,4.469877
88,38.5,-120.0,5.0021873
89,38.5,-119.375,4.6687717
90,39.0,-123.125,5.6614094
91,39.0,-122.5,3.7788754
92,39.0,-121.875,4.931247
93,39.0,-121.25,5.122746
94,39.0,-120.625,4.368774
95,39.5,-123.75,7.496801
96,39.5,-123.125,3.999636
97,39.5,-122.5,3.9012642
98,39.5,-121.875,5.789675
99,39.5,-121.25,4.6869125
100,39.5,-120.625,4.0030303
101,40.0,-123.75,5.8826995
102,40.0,-123.125,3.5775416
103,40.0,-122.5,4.153988
104,40.0,-121.875,6.0129848
105,40.0,-121.25,3.9968421
106,40.0,-120.625,3.8039236
107,40.0,-120.0,4.3708277
108,40.5,-124.375,9.878284
109,40.5,-123.75,4.6569123
110,40.5,-123.125,3.6851416
111,40.5,-122.5,3.7785711
112,40.5,-121.875,5.034274
113,40.5,-121.25,3.9532964
114,40.5,-120.625,4.1532335
115,40.5,-120.0,4.922408
116,41.0,-123.75,3.5729744
117,41.0,-123.125,3.676259
118,41.0,-122.5,3.6839561
119,41.0,-121.875,4.023237
120,41.0,-121.25,4.0764737
121,41.0,-120.625,4.408115
122,41.0,-120.0,5.537747
123,41.5,-123.75,3.6571314
124,41.5,-123.125,3.7302024
125,41.5,-122.5,3.5548086
126,41.5,-121.875,4.0348067
127,41.5,-121.25,4.575359
128,41.5,-120.625,4.6921372
129,41.5,-120.0,5.18525
130,42.0,-123.125,3.7054365
131,42.0,-122.5,3.465273
132,42.0,-121.875,3.90989
