,lat,lon,SPEEDLML
0,33.0,-116.875,4.089334
1,33.0,-116.25,5.495418
2,33.0,-115.625,6.201617
3,33.0,-115.0,5.7090983
4,33.5,-117.5,3.2803543
5,33.5,-116.875,3.1099195
6,33.5,-116.25,4.3480234
7,33.5,-115.625,4.939712
8,33.5,-115.0,4.7050977
9,34.0,-118.125,3.1151276
10,34.0,-117.5,3.3673086
11,34.0,-116.875,3.4240685
12,34.0,-116.25,4.451382
13,34.0,-115.625,4.4397254
14,34.0,-115.0,3.8815906
15,34.5,-120.0,5.786213
16,34.5,-119.375,4.561295
17,34.5,-118.75,4.6624846
18,34.5,-118.125,4.0026937
19,34.5,-117.5,4.1611342
20,34.5,-116.875,4.627949
21,34.5,-116.25,5.4525657
22,34.5,-115.625,4.247174
23,34.5,-115.0,3.6745195
24,35.0,-120.625,5.3597355
25,35.0,-120.0,5.3556843
26,35.0,-119.375,4.3824506
27,35.0,-118.75,4.3716826
28,35.0,-118.125,5.11587
29,35.0,-117.5,5.0768948
30,35.0,-116.875,5.30055
31,35.0,-116.25,4.400402
32,35.0,-115.625,3.8780117
33,35.0,-115.0,4.191854
34,35.5,-120.625,4.708513
35,35.5,-120.0,4.4888463
36,35.5,-119.375,3.701173
37,35.5,-118.75,2.7237298
38,35.5,-118.125,4.8146214
39,35.5,-117.5,4.26768
40,35.5,-116.875,4.2541237
41,35.5,-116.25,3.0579822
42,35.5,-115.625,2.2074635
43,36.0,-121.25,4.4572277
44,36.0,-120.625,4.49062
45,36.0,-120.0,4.499761
46,36.0,-119.375,3.517413
47,36.0,-118.75,3.065521
48,36.0,-118.125,3.4672596
49,36.0,-117.5,2.95117
50,36.0,-116.875,2.6540644
51,36.0,-116.25,2.4051807
52,36.5,-121.875,3.4859571
53,36.5,-121.25,3.9457045
54,36.5,-120.625,5.3521523
55,36.5,-120.0,5.153769
56,36.5,-119.375,3.3264608
57,36.5,-118.75,2.958423
58,36.5,-118.125,3.3574877
59,36.5,-117.5,2.8016598
60,36.5,-116.875,2.1863706
61,37.0,-121.875,3.4327993
62,37.0,-121.25,4.407511
63,37.0,-120.625,5.9481015
64,37.0,-120.0,4.9117184
65,37.0,-119.375,4.113132
66,37.0,-118.75,3.3316414
67,37.0,-118.125,2.9115112
68,37.0,-117.5,3.6548223
69,37.5,-121.875,3.4680064
70,37.5,-121.25,5.258224
71,37.5,-120.625,5.669296
72,37.5,-120.0,4.247563
73,37.5,-119.375,3.6875732
74,37.5,-118.75,3.2137764
75,37.5,-118.125,3.656553
76,38.0,-122.5,2.7270336
77,38.0,-121.875,3.669735
78,38.0,-121.25,5.124721
79,38.0,-120.625,4.9491076
80,38.0,-120.0,3.563968
81,38.0,-119.375,2.9078999
82,38.0,-118.75,3.2843354
83,38.5,-123.125,2.5521255
84,38.5,-122.5,3.145209
85,38.5,-121.875,3.939844
86,38.5,-121.25,4.49289
87,38.5,-120.625,3.879667
88,38.5,-120.0,3.1610422
89,38.5,-119.375,3.0592394
90,39.0,-123.125,2.7060716
91,39.0,-122.5,3.0405607
92,39.0,-121.875,3.6874962
93,39.0,-121.25,3.3240454
94,39.0,-120.625,2.8754342
95,39.5,-123.75,2.9170914
96,39.5,-123.125,2.4887304
97,39.5,-122.5,3.3508923
98,39.5,-121.875,4.4411225
99,39.5,-121.25,3.2361038
100,39.5,-120.625,2.8640368
101,40.0,-123.75,2.6033864
102,40.0,-123.125,2.1722248
103,40.0,-122.5,4.1186824
104,40.0,-121.875,4.6202297
105,40.0,-121.25,2.9804776
106,40.0,-120.625,3.1577227
107,40.0,-120.0,4.338955
108,40.5,-124.375,5.730175
109,40.5,-123.75,2.5897057
110,40.5,-123.125,1.8567619
111,40.5,-122.5,3.0605037
112,40.5,-121.875,3.3806515
113,40.5,-121.25,3.5424464
114,40.5,-120.625,4.1648974
115,40.5,-120.0,4.6889405
116,41.0,-123.75,2.6953104
117,41.0,-123.125,2.3172185
118,41.0,-122.5,2.5322049
119,41.0,-121.875,2.3840063
120,41.0,-121.25,3.8794768
121,41.0,-120.625,5.0382
122,41.0,-120.0,6.36973
123,41.5,-123.75,2.929917
124,41.5,-123.125,2.8322842
125,41.5,-122.5,3.0518072
126,41.5,-121.875,3.3448467
127,41.5,-121.25,3.9015968
128,41.5,-120.625,4.7851987
129,41.5,-120.0,5.718189
130,42.0,-123.125,3.1619866
131,42.0,-122.5,2.8379173
132,42.0,-121.875,3.700344
