Unnamed: 0,lat,lon,AvgSurfT_tavg
0,33.0,-116.875,12.21550000000002
1,33.0,-116.25,15.404170000000022
2,33.0,-115.625,20.78800000000001
3,33.0,-115.0,20.63796000000002
4,33.5,-117.5,14.277700000000038
5,33.5,-116.875,11.366480000000024
6,33.5,-116.25,16.98782
7,33.5,-115.625,19.591330000000028
8,33.5,-115.0,20.90493000000004
9,34.0,-118.125,13.268700000000024
10,34.0,-117.5,12.622860000000005
11,34.0,-116.875,11.36205000000001
12,34.0,-116.25,14.697630000000004
13,34.0,-115.625,19.396900000000016
14,34.0,-115.0,21.668570000000045
15,34.5,-120.0,14.094960000000016
16,34.5,-119.375,12.921230000000037
17,34.5,-118.75,12.713400000000036
18,34.5,-118.125,12.683100000000024
19,34.5,-117.5,11.973630000000014
20,34.5,-116.875,12.127470000000017
21,34.5,-116.25,16.315500000000043
22,34.5,-115.625,19.91332
23,34.5,-115.0,20.362540000000024
24,35.0,-120.625,14.16485
25,35.0,-120.0,12.989700000000028
26,35.0,-119.375,13.415900000000022
27,35.0,-118.75,12.189700000000016
28,35.0,-118.125,12.2183
29,35.0,-117.5,13.831100000000047
30,35.0,-116.875,14.830039999999997
31,35.0,-116.25,17.900959999999998
32,35.0,-115.625,15.424680000000023
33,35.0,-115.0,17.90130000000005
34,35.5,-120.625,13.98547000000002
35,35.5,-120.0,15.02460000000002
36,35.5,-119.375,17.612900000000025
37,35.5,-118.75,12.89065000000005
38,35.5,-118.125,10.625730000000033
39,35.5,-117.5,14.660270000000024
40,35.5,-116.875,15.38560000000001
41,35.5,-116.25,17.23950000000002
42,35.5,-115.625,14.43676000000005
43,36.0,-121.25,13.54400000000004
44,36.0,-120.625,13.976860000000045
45,36.0,-120.0,16.321830000000034
46,36.0,-119.375,17.563900000000046
47,36.0,-118.75,10.887050000000045
48,36.0,-118.125,6.615840000000048
49,36.0,-117.5,13.969100000000026
50,36.0,-116.875,17.03448000000003
51,36.0,-116.25,17.155500000000018
52,36.5,-121.875,14.88232000000005
53,36.5,-121.25,13.923879999999995
54,36.5,-120.625,14.902860000000032
55,36.5,-120.0,16.83850000000001
56,36.5,-119.375,16.97643000000005
57,36.5,-118.75,6.654260000000022
58,36.5,-118.125,4.783839999999998
59,36.5,-117.5,15.940400000000013
60,36.5,-116.875,17.828900000000033
61,37.0,-121.875,14.418000000000006
62,37.0,-121.25,15.013900000000037
63,37.0,-120.625,16.67043000000001
64,37.0,-120.0,16.224540000000047
65,37.0,-119.375,10.880460000000028
66,37.0,-118.75,1.434000000000026
67,37.0,-118.125,6.807460000000049
68,37.0,-117.5,14.603330000000028
69,37.5,-121.875,14.486379999999995
70,37.5,-121.25,15.320670000000009
71,37.5,-120.625,16.25457
72,37.5,-120.0,12.441520000000024
73,37.5,-119.375,2.8773700000000417
74,37.5,-118.75,1.0545600000000377
75,37.5,-118.125,8.713070000000016
76,38.0,-122.5,14.47950000000003
77,38.0,-121.875,15.24633
78,38.0,-121.25,16.111199999999997
79,38.0,-120.625,13.69592
80,38.0,-120.0,6.461479999999995
81,38.0,-119.375,0.1519400000000246
82,38.0,-118.75,4.4207700000000045
83,38.5,-123.125,13.200220000000002
84,38.5,-122.5,13.283800000000042
85,38.5,-121.875,15.103880000000004
86,38.5,-121.25,15.53466000000003
87,38.5,-120.625,10.416250000000048
88,38.5,-120.0,3.269830000000013
89,38.5,-119.375,3.5201000000000136
90,39.0,-123.125,11.361260000000016
91,39.0,-122.5,12.333150000000046
92,39.0,-121.875,14.924200000000042
93,39.0,-121.25,13.971460000000036
94,39.0,-120.625,7.658839999999998
95,39.5,-123.75,12.708920000000036
96,39.5,-123.125,9.31695000000002
97,39.5,-122.5,12.188199999999997
98,39.5,-121.875,14.376030000000014
99,39.5,-121.25,10.895200000000044
100,39.5,-120.625,5.341970000000003
101,40.0,-123.75,11.46180000000004
102,40.0,-123.125,7.922500000000014
103,40.0,-122.5,11.779960000000017
104,40.0,-121.875,12.144460000000038
105,40.0,-121.25,6.823800000000006
106,40.0,-120.625,5.301630000000046
107,40.0,-120.0,7.140740000000051
108,40.5,-124.375,13.090419999999996
109,40.5,-123.75,10.37620000000004
110,40.5,-123.125,7.92270000000002
111,40.5,-122.5,11.165400000000034
112,40.5,-121.875,10.149069999999996
113,40.5,-121.25,4.806100000000015
114,40.5,-120.625,5.703420000000051
115,40.5,-120.0,7.757069999999999
116,41.0,-123.75,10.650869999999998
117,41.0,-123.125,6.320760000000007
118,41.0,-122.5,7.650800000000004
119,41.0,-121.875,8.63506000000001
120,41.0,-121.25,7.499750000000006
121,41.0,-120.625,5.27722
122,41.0,-120.0,5.109030000000018
123,41.5,-123.75,10.063960000000009
124,41.5,-123.125,6.658620000000042
125,41.5,-122.5,6.784170000000017
126,41.5,-121.875,5.441830000000039
127,41.5,-121.25,6.582970000000046
128,41.5,-120.625,6.410030000000006
129,41.5,-120.0,5.321650000000034
130,42.0,-123.125,7.647400000000005
131,42.0,-122.5,7.591420000000028
132,42.0,-121.875,6.26934
