index,spatial_ref,AvgSurfT_tavg,time,lat,lon
0,0,,2015-08-31,32.625,-124.125
1,0,,2015-08-31,32.625,-123.875
2,0,,2015-08-31,32.625,-123.625
3,0,,2015-08-31,32.625,-123.375
4,0,,2015-08-31,32.625,-123.125
5,0,,2015-08-31,32.625,-122.875
6,0,,2015-08-31,32.625,-122.625
7,0,,2015-08-31,32.625,-122.375
8,0,,2015-08-31,32.625,-122.125
9,0,,2015-08-31,32.625,-121.875
10,0,,2015-08-31,32.625,-121.625
11,0,,2015-08-31,32.625,-121.375
12,0,,2015-08-31,32.625,-121.125
13,0,,2015-08-31,32.625,-120.875
14,0,,2015-08-31,32.625,-120.625
15,0,,2015-08-31,32.625,-120.375
16,0,,2015-08-31,32.625,-120.125
17,0,,2015-08-31,32.625,-119.875
18,0,,2015-08-31,32.625,-119.625
19,0,,2015-08-31,32.625,-119.375
20,0,,2015-08-31,32.625,-119.125
21,0,,2015-08-31,32.625,-118.875
22,0,,2015-08-31,32.625,-118.625
23,0,,2015-08-31,32.625,-118.375
24,0,,2015-08-31,32.625,-118.125
25,0,,2015-08-31,32.625,-117.875
26,0,,2015-08-31,32.625,-117.625
27,0,,2015-08-31,32.625,-117.375
28,0,25.75750000000005,2015-08-31,32.625,-117.125
29,0,25.466940000000022,2015-08-31,32.625,-116.875
30,0,25.431849999999997,2015-08-31,32.625,-116.625
31,0,25.702600000000018,2015-08-31,32.625,-116.375
32,0,28.79740000000004,2015-08-31,32.625,-116.125
33,0,,2015-08-31,32.625,-115.875
34,0,,2015-08-31,32.625,-115.625
35,0,,2015-08-31,32.625,-115.375
36,0,,2015-08-31,32.625,-115.125
37,0,,2015-08-31,32.625,-114.875
38,0,,2015-08-31,32.625,-114.625
39,0,,2015-08-31,32.625,-114.375
40,0,,2015-08-31,32.875,-124.125
41,0,,2015-08-31,32.875,-123.875
42,0,,2015-08-31,32.875,-123.625
43,0,,2015-08-31,32.875,-123.375
44,0,,2015-08-31,32.875,-123.125
45,0,,2015-08-31,32.875,-122.875
46,0,,2015-08-31,32.875,-122.625
47,0,,2015-08-31,32.875,-122.375
48,0,,2015-08-31,32.875,-122.125
49,0,,2015-08-31,32.875,-121.875
50,0,,2015-08-31,32.875,-121.625
51,0,,2015-08-31,32.875,-121.375
52,0,,2015-08-31,32.875,-121.125
53,0,,2015-08-31,32.875,-120.875
54,0,,2015-08-31,32.875,-120.625
55,0,,2015-08-31,32.875,-120.375
56,0,,2015-08-31,32.875,-120.125
57,0,,2015-08-31,32.875,-119.875
58,0,,2015-08-31,32.875,-119.625
59,0,,2015-08-31,32.875,-119.375
60,0,,2015-08-31,32.875,-119.125
61,0,,2015-08-31,32.875,-118.875
62,0,,2015-08-31,32.875,-118.625
63,0,,2015-08-31,32.875,-118.375
64,0,,2015-08-31,32.875,-118.125
65,0,,2015-08-31,32.875,-117.875
66,0,,2015-08-31,32.875,-117.625
67,0,,2015-08-31,32.875,-117.375
68,0,26.416160000000048,2015-08-31,32.875,-117.125
69,0,26.150869999999998,2015-08-31,32.875,-116.875
70,0,24.58593000000002,2015-08-31,32.875,-116.625
71,0,26.608150000000023,2015-08-31,32.875,-116.375
72,0,33.11680000000001,2015-08-31,32.875,-116.125
73,0,34.73130000000003,2015-08-31,32.875,-115.875
74,0,36.859740000000045,2015-08-31,32.875,-115.625
75,0,37.71902,2015-08-31,32.875,-115.375
76,0,37.26266000000004,2015-08-31,32.875,-115.125
77,0,38.609860000000026,2015-08-31,32.875,-114.875
78,0,39.670680000000004,2015-08-31,32.875,-114.625
79,0,,2015-08-31,32.875,-114.375
80,0,,2015-08-31,33.125,-124.125
81,0,,2015-08-31,33.125,-123.875
82,0,,2015-08-31,33.125,-123.625
83,0,,2015-08-31,33.125,-123.375
84,0,,2015-08-31,33.125,-123.125
85,0,,2015-08-31,33.125,-122.875
86,0,,2015-08-31,33.125,-122.625
87,0,,2015-08-31,33.125,-122.375
88,0,,2015-08-31,33.125,-122.125
89,0,,2015-08-31,33.125,-121.875
90,0,,2015-08-31,33.125,-121.625
91,0,,2015-08-31,33.125,-121.375
92,0,,2015-08-31,33.125,-121.125
93,0,,2015-08-31,33.125,-120.875
94,0,,2015-08-31,33.125,-120.625
95,0,,2015-08-31,33.125,-120.375
96,0,,2015-08-31,33.125,-120.125
97,0,,2015-08-31,33.125,-119.875
98,0,,2015-08-31,33.125,-119.625
99,0,,2015-08-31,33.125,-119.375
100,0,,2015-08-31,33.125,-119.125
101,0,,2015-08-31,33.125,-118.875
102,0,,2015-08-31,33.125,-118.625
103,0,,2015-08-31,33.125,-118.375
104,0,,2015-08-31,33.125,-118.125
105,0,,2015-08-31,33.125,-117.875
106,0,,2015-08-31,33.125,-117.625
107,0,,2015-08-31,33.125,-117.375
108,0,24.992430000000013,2015-08-31,33.125,-117.125
109,0,24.77758,2015-08-31,33.125,-116.875
110,0,21.622370000000046,2015-08-31,33.125,-116.625
111,0,29.249480000000005,2015-08-31,33.125,-116.375
112,0,33.645039999999995,2015-08-31,33.125,-116.125
113,0,36.74215000000004,2015-08-31,33.125,-115.875
114,0,38.641099999999994,2015-08-31,33.125,-115.625
115,0,38.05364000000003,2015-08-31,33.125,-115.375
116,0,37.47710000000001,2015-08-31,33.125,-115.125
117,0,37.10840000000002,2015-08-31,33.125,-114.875
118,0,,2015-08-31,33.125,-114.625
119,0,,2015-08-31,33.125,-114.375
120,0,,2015-08-31,33.375,-124.125
121,0,,2015-08-31,33.375,-123.875
