Unnamed: 0,lat,lon,AvgSurfT_tavg
0,33.0,-116.875,-251.71076999999997
1,33.0,-116.25,-249.22403999999995
2,33.0,-115.625,-246.31394999999998
3,33.0,-115.0,-247.85791999999998
4,33.5,-117.5,-253.62943999999993
5,33.5,-116.875,-252.42987999999997
6,33.5,-116.25,-248.23566999999997
7,33.5,-115.625,-248.19965999999994
8,33.5,-115.0,-248.34751999999997
9,34.0,-118.125,-252.96527999999995
10,34.0,-117.5,-251.22586999999993
11,34.0,-116.875,-252.17215999999996
12,34.0,-116.25,-251.53562999999997
13,34.0,-115.625,-249.40372999999994
14,34.0,-115.0,-248.63645999999994
15,34.5,-120.0,-255.82602999999995
16,34.5,-119.375,-256.76395999999994
17,34.5,-118.75,-255.80197999999996
18,34.5,-118.125,-253.94696999999996
19,34.5,-117.5,-254.14725999999996
20,34.5,-116.875,-254.21195999999998
21,34.5,-116.25,-251.92444999999998
22,34.5,-115.625,-248.79801999999995
23,34.5,-115.0,-249.75279999999998
24,35.0,-120.625,-256.49591999999996
25,35.0,-120.0,-257.98834999999997
26,35.0,-119.375,-259.6509199999999
27,35.0,-118.75,-258.71982999999994
28,35.0,-118.125,-254.90229999999997
29,35.0,-117.5,-253.09379999999993
30,35.0,-116.875,-252.61594999999994
31,35.0,-116.25,-250.59207999999995
32,35.0,-115.625,-252.41477999999995
33,35.0,-115.0,-252.03452999999996
34,35.5,-120.625,-256.50785999999994
35,35.5,-120.0,-257.72605999999996
36,35.5,-119.375,-256.97373999999996
37,35.5,-118.75,-257.60659999999996
38,35.5,-118.125,-255.47965999999997
39,35.5,-117.5,-252.42923999999994
40,35.5,-116.875,-252.65103999999997
41,35.5,-116.25,-251.23532999999998
42,35.5,-115.625,-253.28812999999997
43,36.0,-121.25,-257.54196999999994
44,36.0,-120.625,-256.89072999999996
45,36.0,-120.0,-257.21674999999993
46,36.0,-119.375,-256.58329999999995
47,36.0,-118.75,-256.17969999999997
48,36.0,-118.125,-260.17042
49,36.0,-117.5,-255.15146999999996
50,36.0,-116.875,-252.41782999999998
51,36.0,-116.25,-251.91403999999994
52,36.5,-121.875,-259.59781999999996
53,36.5,-121.25,-258.64746999999994
54,36.5,-120.625,-258.02271999999994
55,36.5,-120.0,-257.42139999999995
56,36.5,-119.375,-254.63507999999996
57,36.5,-118.75,-259.22149999999993
58,36.5,-118.125,-264.91632999999996
59,36.5,-117.5,-255.64032999999995
60,36.5,-116.875,-253.00644999999997
61,37.0,-121.875,-259.57929999999993
62,37.0,-121.25,-258.47214999999994
63,37.0,-120.625,-257.74655999999993
64,37.0,-120.0,-255.21479999999997
65,37.0,-119.375,-256.90079999999995
66,37.0,-118.75,-266.03999999999996
67,37.0,-118.125,-264.02894
68,37.0,-117.5,-258.21961999999996
69,37.5,-121.875,-259.78806999999995
70,37.5,-121.25,-258.82519999999994
71,37.5,-120.625,-256.98593999999997
72,37.5,-120.0,-256.36551999999995
73,37.5,-119.375,-266.17488
74,37.5,-118.75,-269.16617999999994
75,37.5,-118.125,-262.32676
76,38.0,-122.5,-259.29227999999995
77,38.0,-121.875,-258.84749999999997
78,38.0,-121.25,-257.95172999999994
79,38.0,-120.625,-256.65119999999996
80,38.0,-120.0,-260.17783999999995
81,38.0,-119.375,-268.34723999999994
82,38.0,-118.75,-265.36265
83,38.5,-123.125,-260.03617999999994
84,38.5,-122.5,-258.48047999999994
85,38.5,-121.875,-256.61386999999996
86,38.5,-121.25,-256.09074
87,38.5,-120.625,-257.62094999999994
88,38.5,-120.0,-264.14395999999994
89,38.5,-119.375,-264.81522999999993
90,39.0,-123.125,-260.62239999999997
91,39.0,-122.5,-258.64106
92,39.0,-121.875,-255.30564999999996
93,39.0,-121.25,-255.42777999999993
94,39.0,-120.625,-259.81289999999996
95,39.5,-123.75,-260.96274999999997
96,39.5,-123.125,-261.91284999999993
97,39.5,-122.5,-258.44052999999997
98,39.5,-121.875,-254.73706999999996
99,39.5,-121.25,-257.19174999999996
100,39.5,-120.625,-262.72452999999996
101,40.0,-123.75,-261.49835999999993
102,40.0,-123.125,-264.0025499999999
103,40.0,-122.5,-259.93521999999996
104,40.0,-121.875,-256.63303999999994
105,40.0,-121.25,-262.06247999999994
106,40.0,-120.625,-263.99289999999996
107,40.0,-120.0,-263.52082999999993
108,40.5,-124.375,-261.36247
109,40.5,-123.75,-262.68961999999993
110,40.5,-123.125,-264.54879999999997
111,40.5,-122.5,-259.98709999999994
112,40.5,-121.875,-259.98364999999995
113,40.5,-121.25,-265.19501999999994
114,40.5,-120.625,-264.90727
115,40.5,-120.0,-263.24796999999995
116,41.0,-123.75,-262.64374999999995
117,41.0,-123.125,-265.70109999999994
118,41.0,-122.5,-263.2203999999999
119,41.0,-121.875,-262.674
120,41.0,-121.25,-263.26442
121,41.0,-120.625,-265.69327999999996
122,41.0,-120.0,-265.7755599999999
123,41.5,-123.75,-263.36409999999995
124,41.5,-123.125,-265.72617999999994
125,41.5,-122.5,-265.62375999999995
126,41.5,-121.875,-266.42283
127,41.5,-121.25,-265.83341999999993
128,41.5,-120.625,-265.7278299999999
129,41.5,-120.0,-266.54206999999997
130,42.0,-123.125,-265.19007999999997
131,42.0,-122.5,-265.53898
132,42.0,-121.875,-266.35907999999995
