Unnamed: 0,lat,lon,AvgSurfT_tavg
0,33.0,-116.875,-258.4630599999999
1,33.0,-116.25,-258.26676999999995
2,33.0,-115.625,-255.43631999999997
3,33.0,-115.0,-256.58982999999995
4,33.5,-117.5,-254.80463999999995
5,33.5,-116.875,-260.30449999999996
6,33.5,-116.25,-258.47965999999997
7,33.5,-115.625,-258.5137
8,33.5,-115.0,-258.24589999999995
9,34.0,-118.125,-256.68619999999993
10,34.0,-117.5,-258.39464
11,34.0,-116.875,-261.44759999999997
12,34.0,-116.25,-262.32669999999996
13,34.0,-115.625,-260.59489999999994
14,34.0,-115.0,-259.65169999999995
15,34.5,-120.0,-256.02561999999995
16,34.5,-119.375,-259.42932999999994
17,34.5,-118.75,-262.48463
18,34.5,-118.125,-262.21335999999997
19,34.5,-117.5,-264.31687999999997
20,34.5,-116.875,-266.01658
21,34.5,-116.25,-262.537
22,34.5,-115.625,-259.78461999999996
23,34.5,-115.0,-261.50812999999994
24,35.0,-120.625,-257.77774999999997
25,35.0,-120.0,-259.57566999999995
26,35.0,-119.375,-261.02653
27,35.0,-118.75,-262.87339999999995
28,35.0,-118.125,-264.41464999999994
29,35.0,-117.5,-263.9865
30,35.0,-116.875,-264.47452999999996
31,35.0,-116.25,-261.10259999999994
32,35.0,-115.625,-263.16767999999996
33,35.0,-115.0,-264.35949999999997
34,35.5,-120.625,-261.4213
35,35.5,-120.0,-263.47891999999996
36,35.5,-119.375,-259.61121999999995
37,35.5,-118.75,-259.44852999999995
38,35.5,-118.125,-264.44156999999996
39,35.5,-117.5,-263.59015999999997
40,35.5,-116.875,-264.64606999999995
41,35.5,-116.25,-262.04704
42,35.5,-115.625,-264.66977999999995
43,36.0,-121.25,-260.17979999999994
44,36.0,-120.625,-261.77756999999997
45,36.0,-120.0,-264.40933999999993
46,36.0,-119.375,-262.44516999999996
47,36.0,-118.75,-259.54404999999997
48,36.0,-118.125,-267.08194999999995
49,36.0,-117.5,-265.50107999999994
50,36.0,-116.875,-264.24637999999993
51,36.0,-116.25,-262.49573999999996
52,36.5,-121.875,-260.2372
53,36.5,-121.25,-261.87821999999994
54,36.5,-120.625,-264.16922999999997
55,36.5,-120.0,-266.00589999999994
56,36.5,-119.375,-260.3513
57,36.5,-118.75,-262.02457999999996
58,36.5,-118.125,-268.70572999999996
59,36.5,-117.5,-265.12363999999997
60,36.5,-116.875,-264.11186
61,37.0,-121.875,-262.88316
62,37.0,-121.25,-264.63926
63,37.0,-120.625,-265.03979999999996
64,37.0,-120.0,-263.02744999999993
65,37.0,-119.375,-259.91941999999995
66,37.0,-118.75,-269.68161999999995
67,37.0,-118.125,-270.18582999999995
68,37.0,-117.5,-266.67939999999993
69,37.5,-121.875,-264.65739999999994
70,37.5,-121.25,-265.67427
71,37.5,-120.625,-264.22965999999997
72,37.5,-120.0,-261.16095999999993
73,37.5,-119.375,-267.45822999999996
74,37.5,-118.75,-272.89716999999996
75,37.5,-118.125,-269.0404199999999
76,38.0,-122.5,-261.99881999999997
77,38.0,-121.875,-264.87082999999996
78,38.0,-121.25,-264.91423
79,38.0,-120.625,-262.21879999999993
80,38.0,-120.0,-264.42972999999995
81,38.0,-119.375,-272.19242999999994
82,38.0,-118.75,-271.05119999999994
83,38.5,-123.125,-261.38895999999994
84,38.5,-122.5,-263.00829999999996
85,38.5,-121.875,-263.78569999999996
86,38.5,-121.25,-262.85919999999993
87,38.5,-120.625,-263.63229999999993
88,38.5,-120.0,-269.18139999999994
89,38.5,-119.375,-270.88715999999994
90,39.0,-123.125,-262.93109999999996
91,39.0,-122.5,-264.43415999999996
92,39.0,-121.875,-262.5257
93,39.0,-121.25,-261.77124999999995
94,39.0,-120.625,-266.43433999999996
95,39.5,-123.75,-263.12595999999996
96,39.5,-123.125,-265.80289999999997
97,39.5,-122.5,-264.59135
98,39.5,-121.875,-261.13066
99,39.5,-121.25,-264.07496
100,39.5,-120.625,-270.33243999999996
101,40.0,-123.75,-265.27982999999995
102,40.0,-123.125,-268.26895999999994
103,40.0,-122.5,-265.31586999999996
104,40.0,-121.875,-263.27756999999997
105,40.0,-121.25,-269.49979999999994
106,40.0,-120.625,-271.54479999999995
107,40.0,-120.0,-270.85909999999996
108,40.5,-124.375,-263.90354999999994
109,40.5,-123.75,-267.01892999999995
110,40.5,-123.125,-268.97952999999995
111,40.5,-122.5,-266.53889999999996
112,40.5,-121.875,-266.92002999999994
113,40.5,-121.25,-272.86436
114,40.5,-120.625,-271.98123999999996
115,40.5,-120.0,-270.31296999999995
116,41.0,-123.75,-267.86017999999996
117,41.0,-123.125,-270.70825999999994
118,41.0,-122.5,-270.53415999999993
119,41.0,-121.875,-271.03579999999994
120,41.0,-121.25,-271.44223999999997
121,41.0,-120.625,-273.51874999999995
122,41.0,-120.0,-273.59772999999996
123,41.5,-123.75,-269.70347
124,41.5,-123.125,-272.53671999999995
125,41.5,-122.5,-273.65622999999994
126,41.5,-121.875,-274.6344399999999
127,41.5,-121.25,-274.33264999999994
128,41.5,-120.625,-274.15739999999994
129,41.5,-120.0,-275.07431999999994
130,42.0,-123.125,-272.91509999999994
131,42.0,-122.5,-274.58847999999995
132,42.0,-121.875,-275.11607
