lat,lon,time,spatial_ref,SPEEDLML
33.0,-124.375,2015-08-17 00:00:00,0,0.0
33.0,-124.375,2015-08-17 01:00:00,0,0.0
33.0,-124.375,2015-08-17 02:00:00,0,0.0
33.0,-124.375,2015-08-17 03:00:00,0,0.0
33.0,-124.375,2015-08-17 04:00:00,0,0.0
33.0,-124.375,2015-08-17 05:00:00,0,0.0
33.0,-124.375,2015-08-17 06:00:00,0,0.0
33.0,-124.375,2015-08-17 07:00:00,0,0.0
33.0,-124.375,2015-08-17 08:00:00,0,0.0
33.0,-124.375,2015-08-17 09:00:00,0,0.0
33.0,-124.375,2015-08-17 10:00:00,0,0.0
33.0,-124.375,2015-08-17 11:00:00,0,0.0
33.0,-124.375,2015-08-17 12:00:00,0,0.0
33.0,-124.375,2015-08-17 13:00:00,0,0.0
33.0,-124.375,2015-08-17 14:00:00,0,0.0
33.0,-124.375,2015-08-17 15:00:00,0,0.0
33.0,-124.375,2015-08-17 16:00:00,0,0.0
33.0,-124.375,2015-08-17 17:00:00,0,0.0
33.0,-124.375,2015-08-17 18:00:00,0,0.0
33.0,-124.375,2015-08-17 19:00:00,0,0.0
33.0,-124.375,2015-08-17 20:00:00,0,0.0
33.0,-124.375,2015-08-17 21:00:00,0,0.0
33.0,-124.375,2015-08-17 22:00:00,0,0.0
33.0,-124.375,2015-08-17 23:00:00,0,0.0
33.0,-123.75,2015-08-17 00:00:00,0,0.0
33.0,-123.75,2015-08-17 01:00:00,0,0.0
33.0,-123.75,2015-08-17 02:00:00,0,0.0
33.0,-123.75,2015-08-17 03:00:00,0,0.0
33.0,-123.75,2015-08-17 04:00:00,0,0.0
33.0,-123.75,2015-08-17 05:00:00,0,0.0
33.0,-123.75,2015-08-17 06:00:00,0,0.0
33.0,-123.75,2015-08-17 07:00:00,0,0.0
33.0,-123.75,2015-08-17 08:00:00,0,0.0
33.0,-123.75,2015-08-17 09:00:00,0,0.0
33.0,-123.75,2015-08-17 10:00:00,0,0.0
33.0,-123.75,2015-08-17 11:00:00,0,0.0
33.0,-123.75,2015-08-17 12:00:00,0,0.0
33.0,-123.75,2015-08-17 13:00:00,0,0.0
33.0,-123.75,2015-08-17 14:00:00,0,0.0
33.0,-123.75,2015-08-17 15:00:00,0,0.0
33.0,-123.75,2015-08-17 16:00:00,0,0.0
33.0,-123.75,2015-08-17 17:00:00,0,0.0
33.0,-123.75,2015-08-17 18:00:00,0,0.0
33.0,-123.75,2015-08-17 19:00:00,0,0.0
33.0,-123.75,2015-08-17 20:00:00,0,0.0
33.0,-123.75,2015-08-17 21:00:00,0,0.0
33.0,-123.75,2015-08-17 22:00:00,0,0.0
33.0,-123.75,2015-08-17 23:00:00,0,0.0
33.0,-123.125,2015-08-17 00:00:00,0,0.0
33.0,-123.125,2015-08-17 01:00:00,0,0.0
33.0,-123.125,2015-08-17 02:00:00,0,0.0
33.0,-123.125,2015-08-17 03:00:00,0,0.0
33.0,-123.125,2015-08-17 04:00:00,0,0.0
33.0,-123.125,2015-08-17 05:00:00,0,0.0
33.0,-123.125,2015-08-17 06:00:00,0,0.0
33.0,-123.125,2015-08-17 07:00:00,0,0.0
33.0,-123.125,2015-08-17 08:00:00,0,0.0
33.0,-123.125,2015-08-17 09:00:00,0,0.0
