,lat,lon,SPEEDLML
0,33.0,-116.875,3.5506618
1,33.0,-116.25,4.0273347
2,33.0,-115.625,4.427489
3,33.0,-115.0,5.8005824
4,33.5,-117.5,3.467927
5,33.5,-116.875,2.683034
6,33.5,-116.25,3.3980248
7,33.5,-115.625,4.42311
8,33.5,-115.0,5.2173834
9,34.0,-118.125,2.9228404
10,34.0,-117.5,3.2222555
11,34.0,-116.875,3.3322506
12,34.0,-116.25,4.602526
13,34.0,-115.625,5.0905743
14,34.0,-115.0,4.764212
15,34.5,-120.0,2.6393015
16,34.5,-119.375,2.2830162
17,34.5,-118.75,2.6351542
18,34.5,-118.125,4.360069
19,34.5,-117.5,4.313028
20,34.5,-116.875,4.1410956
21,34.5,-116.25,5.261735
22,34.5,-115.625,5.1131444
23,34.5,-115.0,4.5215592
24,35.0,-120.625,2.8325834
25,35.0,-120.0,3.7394552
26,35.0,-119.375,4.097416
27,35.0,-118.75,4.4052634
28,35.0,-118.125,4.58457
29,35.0,-117.5,4.742536
30,35.0,-116.875,4.6073093
31,35.0,-116.25,4.3837576
32,35.0,-115.625,4.747765
33,35.0,-115.0,5.0748515
34,35.5,-120.625,4.659674
35,35.5,-120.0,6.381304
36,35.5,-119.375,5.1593504
37,35.5,-118.75,4.3126893
38,35.5,-118.125,4.4953713
39,35.5,-117.5,3.9682589
40,35.5,-116.875,3.9202068
41,35.5,-116.25,3.7170694
42,35.5,-115.625,4.254813
43,36.0,-121.25,3.0072
44,36.0,-120.625,4.6516776
45,36.0,-120.0,6.181029
46,36.0,-119.375,5.029341
47,36.0,-118.75,4.017872
48,36.0,-118.125,3.7966683
49,36.0,-117.5,3.1748822
50,36.0,-116.875,2.9805453
51,36.0,-116.25,3.4379065
52,36.5,-121.875,3.065118
53,36.5,-121.25,4.464931
54,36.5,-120.625,4.6987247
55,36.5,-120.0,5.2509985
56,36.5,-119.375,4.783148
57,36.5,-118.75,3.4456174
58,36.5,-118.125,2.9942915
59,36.5,-117.5,2.5877779
60,36.5,-116.875,3.1381147
61,37.0,-121.875,3.7450788
62,37.0,-121.25,6.347899
63,37.0,-120.625,6.5871415
64,37.0,-120.0,5.2034106
65,37.0,-119.375,4.7390885
66,37.0,-118.75,3.1275613
67,37.0,-118.125,2.609642
68,37.0,-117.5,2.936968
69,37.5,-121.875,6.4941826
70,37.5,-121.25,6.4372444
71,37.5,-120.625,5.599426
72,37.5,-120.0,5.5875893
73,37.5,-119.375,4.5685782
74,37.5,-118.75,2.7770712
75,37.5,-118.125,3.219972
76,38.0,-122.5,5.729899
77,38.0,-121.875,8.519761
78,38.0,-121.25,6.3363233
79,38.0,-120.625,5.250908
80,38.0,-120.0,5.3214345
81,38.0,-119.375,3.5788605
82,38.0,-118.75,2.9875548
83,38.5,-123.125,5.818075
84,38.5,-122.5,5.218373
85,38.5,-121.875,6.7573547
86,38.5,-121.25,6.0176253
87,38.5,-120.625,5.025264
88,38.5,-120.0,4.3802576
89,38.5,-119.375,3.3326027
90,39.0,-123.125,4.358314
91,39.0,-122.5,4.1154885
92,39.0,-121.875,4.1483426
93,39.0,-121.25,5.639528
94,39.0,-120.625,4.385676
95,39.5,-123.75,4.539167
96,39.5,-123.125,3.7514021
97,39.5,-122.5,4.064708
98,39.5,-121.875,3.693885
99,39.5,-121.25,4.635138
100,39.5,-120.625,3.8307598
101,40.0,-123.75,3.6721518
102,40.0,-123.125,3.4835796
103,40.0,-122.5,4.8013215
104,40.0,-121.875,5.0156813
105,40.0,-121.25,3.8843937
106,40.0,-120.625,3.0354087
107,40.0,-120.0,2.8108575
108,40.5,-124.375,7.068751
109,40.5,-123.75,3.456199
110,40.5,-123.125,3.3756373
111,40.5,-122.5,4.0621915
112,40.5,-121.875,5.766254
113,40.5,-121.25,4.2604427
114,40.5,-120.625,2.914076
115,40.5,-120.0,2.9619303
116,41.0,-123.75,3.5094879
117,41.0,-123.125,3.9204664
118,41.0,-122.5,4.598284
119,41.0,-121.875,4.877362
120,41.0,-121.25,5.1497736
121,41.0,-120.625,4.3263016
122,41.0,-120.0,3.4082024
123,41.5,-123.75,4.5247607
124,41.5,-123.125,4.1409955
125,41.5,-122.5,4.021017
126,41.5,-121.875,4.7698617
127,41.5,-121.25,5.252625
128,41.5,-120.625,5.4225583
129,41.5,-120.0,4.5525885
130,42.0,-123.125,3.685427
131,42.0,-122.5,4.0341277
132,42.0,-121.875,5.0579314
