lat,lon,time,spatial_ref,SPEEDLML
33.0,-124.375,2015-08-30 00:00:00,0,0.0
33.0,-124.375,2015-08-30 01:00:00,0,0.0
33.0,-124.375,2015-08-30 02:00:00,0,0.0
33.0,-124.375,2015-08-30 03:00:00,0,0.0
33.0,-124.375,2015-08-30 04:00:00,0,0.0
33.0,-124.375,2015-08-30 05:00:00,0,0.0
33.0,-124.375,2015-08-30 06:00:00,0,0.0
33.0,-124.375,2015-08-30 07:00:00,0,0.0
33.0,-124.375,2015-08-30 08:00:00,0,0.0
33.0,-124.375,2015-08-30 09:00:00,0,0.0
33.0,-124.375,2015-08-30 10:00:00,0,0.0
33.0,-124.375,2015-08-30 11:00:00,0,0.0
33.0,-124.375,2015-08-30 12:00:00,0,0.0
33.0,-124.375,2015-08-30 13:00:00,0,0.0
33.0,-124.375,2015-08-30 14:00:00,0,0.0
33.0,-124.375,2015-08-30 15:00:00,0,0.0
33.0,-124.375,2015-08-30 16:00:00,0,0.0
33.0,-124.375,2015-08-30 17:00:00,0,0.0
33.0,-124.375,2015-08-30 18:00:00,0,0.0
33.0,-124.375,2015-08-30 19:00:00,0,0.0
33.0,-124.375,2015-08-30 20:00:00,0,0.0
33.0,-124.375,2015-08-30 21:00:00,0,0.0
33.0,-124.375,2015-08-30 22:00:00,0,0.0
33.0,-124.375,2015-08-30 23:00:00,0,0.0
33.0,-123.75,2015-08-30 00:00:00,0,0.0
33.0,-123.75,2015-08-30 01:00:00,0,0.0
33.0,-123.75,2015-08-30 02:00:00,0,0.0
33.0,-123.75,2015-08-30 03:00:00,0,0.0
33.0,-123.75,2015-08-30 04:00:00,0,0.0
33.0,-123.75,2015-08-30 05:00:00,0,0.0
33.0,-123.75,2015-08-30 06:00:00,0,0.0
33.0,-123.75,2015-08-30 07:00:00,0,0.0
33.0,-123.75,2015-08-30 08:00:00,0,0.0
33.0,-123.75,2015-08-30 09:00:00,0,0.0
33.0,-123.75,2015-08-30 10:00:00,0,0.0
33.0,-123.75,2015-08-30 11:00:00,0,0.0
33.0,-123.75,2015-08-30 12:00:00,0,0.0
33.0,-123.75,2015-08-30 13:00:00,0,0.0
33.0,-123.75,2015-08-30 14:00:00,0,0.0
33.0,-123.75,2015-08-30 15:00:00,0,0.0
