,lat,lon,SPEEDLML
0,33.0,-116.875,3.9002006
1,33.0,-116.25,6.2376366
2,33.0,-115.625,6.460941
3,33.0,-115.0,4.9971185
4,33.5,-117.5,3.4466283
5,33.5,-116.875,3.4748793
6,33.5,-116.25,5.186071
7,33.5,-115.625,4.764853
8,33.5,-115.0,4.4897165
9,34.0,-118.125,3.5029933
10,34.0,-117.5,3.4891589
11,34.0,-116.875,3.6453803
12,34.0,-116.25,4.501639
13,34.0,-115.625,3.9940042
14,34.0,-115.0,4.013022
15,34.5,-120.0,3.4291656
16,34.5,-119.375,2.7313814
17,34.5,-118.75,3.2119687
18,34.5,-118.125,4.592195
19,34.5,-117.5,4.460262
20,34.5,-116.875,4.6346126
21,34.5,-116.25,4.654517
22,34.5,-115.625,4.044617
23,34.5,-115.0,4.4702177
24,35.0,-120.625,3.7653635
25,35.0,-120.0,3.0599213
26,35.0,-119.375,3.27438
27,35.0,-118.75,3.8005702
28,35.0,-118.125,5.0647235
29,35.0,-117.5,5.786026
30,35.0,-116.875,5.704329
31,35.0,-116.25,4.300387
32,35.0,-115.625,3.4192486
33,35.0,-115.0,4.470363
34,35.5,-120.625,2.8151925
35,35.5,-120.0,3.3969705
36,35.5,-119.375,3.1743202
37,35.5,-118.75,3.4310052
38,35.5,-118.125,4.9453654
39,35.5,-117.5,5.383638
40,35.5,-116.875,5.4485335
41,35.5,-116.25,4.260282
42,35.5,-115.625,3.2850811
43,36.0,-121.25,4.039452
44,36.0,-120.625,3.4132748
45,36.0,-120.0,3.8760986
46,36.0,-119.375,3.1225426
47,36.0,-118.75,3.5385542
48,36.0,-118.125,4.308067
49,36.0,-117.5,4.680122
50,36.0,-116.875,4.435001
51,36.0,-116.25,3.8651962
52,36.5,-121.875,4.981476
53,36.5,-121.25,3.568842
54,36.5,-120.625,3.9040859
55,36.5,-120.0,4.6972423
56,36.5,-119.375,3.3442135
57,36.5,-118.75,3.1051185
58,36.5,-118.125,3.554658
59,36.5,-117.5,3.9297578
60,36.5,-116.875,4.1618342
61,37.0,-121.875,4.090681
62,37.0,-121.25,4.800378
63,37.0,-120.625,5.5016284
64,37.0,-120.0,4.8821225
65,37.0,-119.375,4.0412526
66,37.0,-118.75,2.787267
67,37.0,-118.125,2.8028746
68,37.0,-117.5,3.9078095
69,37.5,-121.875,5.135882
70,37.5,-121.25,5.3761125
71,37.5,-120.625,5.2722573
72,37.5,-120.0,4.6604743
73,37.5,-119.375,3.6784809
74,37.5,-118.75,2.446668
75,37.5,-118.125,2.5398488
76,38.0,-122.5,5.1020255
77,38.0,-121.875,6.257376
78,38.0,-121.25,5.4250865
79,38.0,-120.625,4.540153
80,38.0,-120.0,4.329053
81,38.0,-119.375,3.155793
82,38.0,-118.75,2.9011166
83,38.5,-123.125,7.5753098
84,38.5,-122.5,4.621733
85,38.5,-121.875,4.697904
86,38.5,-121.25,4.674051
87,38.5,-120.625,4.383058
88,38.5,-120.0,4.2451673
89,38.5,-119.375,3.3377278
90,39.0,-123.125,5.3972373
91,39.0,-122.5,4.9815764
92,39.0,-121.875,4.045628
93,39.0,-121.25,4.9507303
94,39.0,-120.625,4.6107235
95,39.5,-123.75,7.434692
96,39.5,-123.125,4.926496
97,39.5,-122.5,4.6490974
98,39.5,-121.875,5.0392528
99,39.5,-121.25,4.44056
100,39.5,-120.625,4.3869076
101,40.0,-123.75,6.312893
102,40.0,-123.125,4.335364
103,40.0,-122.5,4.490255
104,40.0,-121.875,6.0446687
105,40.0,-121.25,4.1310945
106,40.0,-120.625,4.0720716
107,40.0,-120.0,3.931988
108,40.5,-124.375,10.933232
109,40.5,-123.75,5.160644
110,40.5,-123.125,4.127786
111,40.5,-122.5,4.0215783
112,40.5,-121.875,5.908699
113,40.5,-121.25,4.495109
114,40.5,-120.625,3.9404256
115,40.5,-120.0,4.1266294
116,41.0,-123.75,4.5530334
117,41.0,-123.125,4.154837
118,41.0,-122.5,4.2443085
119,41.0,-121.875,4.7161007
120,41.0,-121.25,4.6716423
121,41.0,-120.625,4.5080037
122,41.0,-120.0,4.9628243
123,41.5,-123.75,5.0126905
124,41.5,-123.125,4.041925
125,41.5,-122.5,3.865944
126,41.5,-121.875,4.1156106
127,41.5,-121.25,4.648729
128,41.5,-120.625,5.0005183
129,41.5,-120.0,4.9476852
130,42.0,-123.125,4.073924
131,42.0,-122.5,3.8988762
132,42.0,-121.875,4.1862025
