Unnamed: 0,lat,lon,AvgSurfT_tavg
0,33.0,-116.875,-247.86637999999994
1,33.0,-116.25,-244.91519999999997
2,33.0,-115.625,-241.34262999999993
3,33.0,-115.0,-242.14292999999998
4,33.5,-117.5,-250.48459999999994
5,33.5,-116.875,-249.02832999999998
6,33.5,-116.25,-244.50861999999995
7,33.5,-115.625,-243.59241999999995
8,33.5,-115.0,-243.06509999999997
9,34.0,-118.125,-248.65314999999998
10,34.0,-117.5,-247.27744999999993
11,34.0,-116.875,-248.24973999999997
12,34.0,-116.25,-247.29989999999998
13,34.0,-115.625,-244.80219999999997
14,34.0,-115.0,-243.72169999999994
15,34.5,-120.0,-249.86606999999998
16,34.5,-119.375,-248.43789999999996
17,34.5,-118.75,-248.07102999999995
18,34.5,-118.125,-247.85977999999994
19,34.5,-117.5,-249.06684999999993
20,34.5,-116.875,-249.31296999999995
21,34.5,-116.25,-246.68204999999995
22,34.5,-115.625,-244.15952999999996
23,34.5,-115.0,-245.14145999999994
24,35.0,-120.625,-253.50556999999998
25,35.0,-120.0,-249.37729999999993
26,35.0,-119.375,-248.98759999999993
27,35.0,-118.75,-249.50492999999994
28,35.0,-118.125,-249.45911999999993
29,35.0,-117.5,-248.28281999999996
30,35.0,-116.875,-247.56429999999995
31,35.0,-116.25,-245.47055999999998
32,35.0,-115.625,-247.96024999999997
33,35.0,-115.0,-247.33999999999997
34,35.5,-120.625,-248.86229999999995
35,35.5,-120.0,-247.36734999999993
36,35.5,-119.375,-245.44754999999998
37,35.5,-118.75,-249.30549999999994
38,35.5,-118.125,-251.50029999999998
39,35.5,-117.5,-248.18344999999994
40,35.5,-116.875,-247.51079999999996
41,35.5,-116.25,-246.02329999999995
42,35.5,-115.625,-248.62027999999998
43,36.0,-121.25,-249.57839999999993
44,36.0,-120.625,-247.18389999999994
45,36.0,-120.0,-245.78867999999994
46,36.0,-119.375,-245.06262999999996
47,36.0,-118.75,-251.69712999999996
48,36.0,-118.125,-256.39449999999994
49,36.0,-117.5,-250.18363999999997
50,36.0,-116.875,-246.76486999999997
51,36.0,-116.25,-246.49216999999993
52,36.5,-121.875,-256.17295999999993
53,36.5,-121.25,-249.21506999999997
54,36.5,-120.625,-247.14411999999993
55,36.5,-120.0,-245.98532999999998
56,36.5,-119.375,-245.72977999999995
57,36.5,-118.75,-256.1235
58,36.5,-118.125,-258.29502999999994
59,36.5,-117.5,-249.15879999999993
60,36.5,-116.875,-246.99973999999997
61,37.0,-121.875,-253.21457999999996
62,37.0,-121.25,-248.29453999999993
63,37.0,-120.625,-246.64911999999998
64,37.0,-120.0,-246.09683999999993
65,37.0,-119.375,-251.00733999999994
66,37.0,-118.75,-261.90409999999997
67,37.0,-118.125,-256.67575999999997
68,37.0,-117.5,-250.64579999999995
69,37.5,-121.875,-251.69943999999998
70,37.5,-121.25,-248.54099999999994
71,37.5,-120.625,-246.58676999999994
72,37.5,-120.0,-249.65249999999997
73,37.5,-119.375,-259.42551999999995
74,37.5,-118.75,-261.53074
75,37.5,-118.125,-255.67673999999994
76,38.0,-122.5,-255.02639999999997
77,38.0,-121.875,-252.99546999999995
78,38.0,-121.25,-249.78284999999994
79,38.0,-120.625,-248.85239999999993
80,38.0,-120.0,-255.71353999999997
81,38.0,-119.375,-261.94989999999996
82,38.0,-118.75,-258.30521999999996
83,38.5,-123.125,-254.38944999999995
84,38.5,-122.5,-250.85404999999997
85,38.5,-121.875,-249.95181999999994
86,38.5,-121.25,-249.60376999999994
87,38.5,-120.625,-251.63336999999996
88,38.5,-120.0,-259.049
89,38.5,-119.375,-259.32797999999997
90,39.0,-123.125,-252.17839999999995
91,39.0,-122.5,-249.52899999999994
92,39.0,-121.875,-247.68809999999996
93,39.0,-121.25,-248.12192999999996
94,39.0,-120.625,-253.97641999999996
95,39.5,-123.75,-256.2338
96,39.5,-123.125,-252.39356999999995
97,39.5,-122.5,-248.81391999999994
98,39.5,-121.875,-245.82376999999997
99,39.5,-121.25,-250.44153999999997
100,39.5,-120.625,-256.80819999999994
101,40.0,-123.75,-255.23145999999997
102,40.0,-123.125,-254.31265999999994
103,40.0,-122.5,-249.88434999999993
104,40.0,-121.875,-248.11469999999997
105,40.0,-121.25,-255.33261999999996
106,40.0,-120.625,-257.62649999999996
107,40.0,-120.0,-256.71446
108,40.5,-124.375,-260.7442
109,40.5,-123.75,-255.77695999999997
110,40.5,-123.125,-255.25099999999998
111,40.5,-122.5,-251.55557999999996
112,40.5,-121.875,-252.99919999999997
113,40.5,-121.25,-258.60654999999997
114,40.5,-120.625,-257.91806999999994
115,40.5,-120.0,-256.09867999999994
116,41.0,-123.75,-256.08237999999994
117,41.0,-123.125,-257.4555
118,41.0,-122.5,-256.2676799999999
119,41.0,-121.875,-256.06073999999995
120,41.0,-121.25,-256.73472
121,41.0,-120.625,-258.95651999999995
122,41.0,-120.0,-258.93906999999996
123,41.5,-123.75,-257.02735999999993
124,41.5,-123.125,-258.80015
125,41.5,-122.5,-259.0653
126,41.5,-121.875,-259.99814999999995
127,41.5,-121.25,-258.5759699999999
128,41.5,-120.625,-258.49753999999996
129,41.5,-120.0,-259.40315
130,42.0,-123.125,-259.71775999999994
131,42.0,-122.5,-259.46326999999997
132,42.0,-121.875,-259.63566
