Unnamed: 0,lat,lon,AvgSurfT_tavg
0,33.0,-116.875,-252.41459999999995
1,33.0,-116.25,-249.22769999999997
2,33.0,-115.625,-244.06357999999994
3,33.0,-115.0,-244.51749999999993
4,33.5,-117.5,-251.15539999999993
5,33.5,-116.875,-253.76456999999994
6,33.5,-116.25,-248.79556999999994
7,33.5,-115.625,-246.76331999999996
8,33.5,-115.0,-245.00705999999997
9,34.0,-118.125,-252.07629999999995
10,34.0,-117.5,-252.84296999999998
11,34.0,-116.875,-254.39149999999995
12,34.0,-116.25,-251.97153999999995
13,34.0,-115.625,-247.73639999999995
14,34.0,-115.0,-244.83676999999994
15,34.5,-120.0,-253.80084999999997
16,34.5,-119.375,-254.47039999999993
17,34.5,-118.75,-253.69819999999993
18,34.5,-118.125,-253.96744999999993
19,34.5,-117.5,-254.33469999999994
20,34.5,-116.875,-254.28719999999993
21,34.5,-116.25,-250.50867999999997
22,34.5,-115.625,-247.15772999999996
23,34.5,-115.0,-246.73259999999993
24,35.0,-120.625,-255.17926999999997
25,35.0,-120.0,-254.55899999999997
26,35.0,-119.375,-253.50379999999996
27,35.0,-118.75,-253.31845999999996
28,35.0,-118.125,-253.64664999999997
29,35.0,-117.5,-252.52616999999998
30,35.0,-116.875,-251.67849999999993
31,35.0,-116.25,-248.92285999999996
32,35.0,-115.625,-251.83353999999997
33,35.0,-115.0,-249.55185999999998
34,35.5,-120.625,-255.18589999999995
35,35.5,-120.0,-252.71744999999993
36,35.5,-119.375,-249.51847999999995
37,35.5,-118.75,-253.33709999999996
38,35.5,-118.125,-255.16806999999994
39,35.5,-117.5,-251.41431999999998
40,35.5,-116.875,-250.59094999999996
41,35.5,-116.25,-249.07984999999996
42,35.5,-115.625,-252.21189999999996
43,36.0,-121.25,-256.40639999999996
44,36.0,-120.625,-254.26081999999997
45,36.0,-120.0,-250.63049999999993
46,36.0,-119.375,-249.01706999999993
47,36.0,-118.75,-256.22995999999995
48,36.0,-118.125,-259.72696999999994
49,36.0,-117.5,-253.19553999999994
50,36.0,-116.875,-249.12387999999993
51,36.0,-116.25,-248.85609999999997
52,36.5,-121.875,-256.98049999999995
53,36.5,-121.25,-256.37424999999996
54,36.5,-120.625,-253.06159999999994
55,36.5,-120.0,-249.79825999999997
56,36.5,-119.375,-249.68164999999993
57,36.5,-118.75,-260.3291
58,36.5,-118.125,-261.34165999999993
59,36.5,-117.5,-250.95259999999996
60,36.5,-116.875,-248.68521999999996
61,37.0,-121.875,-257.38867999999997
62,37.0,-121.25,-255.32392999999996
63,37.0,-120.625,-251.69839999999994
64,37.0,-120.0,-250.48563999999993
65,37.0,-119.375,-256.3884699999999
66,37.0,-118.75,-265.26404999999994
67,37.0,-118.125,-259.78734
68,37.0,-117.5,-252.34069999999997
69,37.5,-121.875,-257.56046999999995
70,37.5,-121.25,-254.48769999999996
71,37.5,-120.625,-251.91446999999994
72,37.5,-120.0,-255.15842999999995
73,37.5,-119.375,-264.23374999999993
74,37.5,-118.75,-265.09113999999994
75,37.5,-118.125,-257.87296999999995
76,38.0,-122.5,-258.64939999999996
77,38.0,-121.875,-257.21817999999996
78,38.0,-121.25,-254.07443999999998
79,38.0,-120.625,-254.43082999999996
80,38.0,-120.0,-260.55979999999994
81,38.0,-119.375,-266.60752999999994
82,38.0,-118.75,-261.66495999999995
83,38.5,-123.125,-259.97853
84,38.5,-122.5,-258.9326
85,38.5,-121.875,-256.47763999999995
86,38.5,-121.25,-254.80435999999997
87,38.5,-120.625,-257.67893999999995
88,38.5,-120.0,-263.41464999999994
89,38.5,-119.375,-263.24634999999995
90,39.0,-123.125,-260.58859999999993
91,39.0,-122.5,-258.55429999999996
92,39.0,-121.875,-255.70093999999995
93,39.0,-121.25,-255.84897999999993
94,39.0,-120.625,-260.37564999999995
95,39.5,-123.75,-260.87949999999995
96,39.5,-123.125,-262.46196
97,39.5,-122.5,-256.43515999999994
98,39.5,-121.875,-255.37952999999993
99,39.5,-121.25,-258.26883999999995
100,39.5,-120.625,-262.08536999999995
101,40.0,-123.75,-261.80265999999995
102,40.0,-123.125,-263.518
103,40.0,-122.5,-255.61722999999995
104,40.0,-121.875,-257.30289999999997
105,40.0,-121.25,-262.14755999999994
106,40.0,-120.625,-261.99954999999994
107,40.0,-120.0,-259.14475999999996
108,40.5,-124.375,-260.55823999999996
109,40.5,-123.75,-262.97189999999995
110,40.5,-123.125,-263.13632999999993
111,40.5,-122.5,-255.64322999999996
112,40.5,-121.875,-259.8015
113,40.5,-121.25,-264.02885
114,40.5,-120.625,-261.40146999999996
115,40.5,-120.0,-258.4548
116,41.0,-123.75,-262.7827
117,41.0,-123.125,-264.82535999999993
118,41.0,-122.5,-260.30429999999996
119,41.0,-121.875,-260.78885999999994
120,41.0,-121.25,-262.32364999999993
121,41.0,-120.625,-262.69399999999996
122,41.0,-120.0,-261.05576999999994
123,41.5,-123.75,-262.7306
124,41.5,-123.125,-264.53635999999995
125,41.5,-122.5,-263.73914999999994
126,41.5,-121.875,-264.19974999999994
127,41.5,-121.25,-263.05136999999996
128,41.5,-120.625,-263.22853
129,41.5,-120.0,-262.76651999999996
130,42.0,-123.125,-264.46106999999995
131,42.0,-122.5,-264.69855999999993
132,42.0,-121.875,-265.08955
