,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,geometry,OBJECTID,COUNTY_NAME,COUNTY_ABBREV,COUNTY_NUM,COUNTY_CODE,COUNTY_FIPS,ISLAND,GlobalID,SHAPE_Length,SHAPE_Area
64129,33.5444,-117.2826,362.1,1.3,1.1,2010-09-01,2118,Aqua,MODIS,100,6.03,321.5,104.4,D,0,2010,POINT (-117.2826 33.5444),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
64625,33.9555,-117.0682,328.2,4.3,1.9,2010-09-03,1928,Terra,MODIS,75,6.03,313.8,82.3,D,0,2010,POINT (-117.0682 33.9555),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
64632,33.9445,-117.0254,326.6,4.3,1.9,2010-09-03,1928,Terra,MODIS,73,6.03,314.0,65.9,D,0,2010,POINT (-117.0254 33.9445),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
64633,33.9524,-117.0747,326.3,4.3,1.9,2010-09-03,1928,Terra,MODIS,73,6.03,314.1,61.6,D,0,2010,POINT (-117.0747 33.9524),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
64634,33.9415,-117.0311,328.6,4.3,1.9,2010-09-03,1928,Terra,MODIS,76,6.03,314.7,84.6,D,0,2010,POINT (-117.0311 33.9415),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
70100,33.5526,-116.1119,336.9,4.2,1.9,2010-09-20,2010,Aqua,MODIS,77,6.03,315.4,177.5,D,0,2010,POINT (-116.1119 33.5526),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
70102,33.5288,-116.157,338.3,4.2,1.9,2010-09-20,2010,Aqua,MODIS,83,6.03,315.3,202.0,D,0,2010,POINT (-116.157 33.5288),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
70103,33.5395,-116.1149,348.9,4.2,1.9,2010-09-20,2010,Aqua,MODIS,93,6.03,316.7,354.2,D,0,2010,POINT (-116.1149 33.5395),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
70104,33.5421,-116.1544,341.7,4.2,1.9,2010-09-20,2010,Aqua,MODIS,87,6.03,313.1,243.0,D,0,2010,POINT (-116.1544 33.5421),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
71541,33.6401,-117.4256,327.4,1.7,1.3,2010-09-23,1904,Terra,MODIS,74,6.03,304.7,42.0,D,0,2010,POINT (-117.4256 33.6401),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
71545,33.637,-117.4289,340.4,1.6,1.3,2010-09-23,2041,Aqua,MODIS,86,6.03,308.5,73.9,D,0,2010,POINT (-117.4289 33.637),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
79391,33.6286,-116.0821,328.9,1.3,1.1,2010-10-11,1851,Terra,MODIS,74,6.03,310.5,20.0,D,0,2010,POINT (-116.0821 33.6286),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
93992,33.5711,-116.0393,302.1,1.0,1.0,2010-11-30,1839,Terra,MODIS,36,6.03,286.3,4.3,D,0,2010,POINT (-116.0393 33.5711),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
93995,33.6449,-114.5461,302.7,1.1,1.1,2010-11-30,1839,Terra,MODIS,45,6.03,290.3,5.4,D,0,2010,POINT (-114.5461 33.6449),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
94150,33.5627,-116.0522,306.6,1.0,1.0,2010-12-01,2059,Aqua,MODIS,40,6.03,292.2,4.7,D,0,2010,POINT (-116.0522 33.5627),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
95338,33.6435,-117.404,313.2,1.0,1.0,2010-12-07,1845,Terra,MODIS,72,6.03,292.9,10.9,D,0,2010,POINT (-117.404 33.6435),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
95339,33.651,-117.3958,314.3,1.0,1.0,2010-12-07,1845,Terra,MODIS,73,6.03,290.5,12.1,D,0,2010,POINT (-117.3958 33.651),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
95340,33.6528,-117.4067,324.1,1.0,1.0,2010-12-07,1845,Terra,MODIS,82,6.03,292.2,21.7,D,0,2010,POINT (-117.4067 33.6528),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
95341,33.5705,-116.0446,306.2,1.1,1.1,2010-12-07,1845,Terra,MODIS,42,6.03,294.0,5.2,D,0,2010,POINT (-116.0446 33.5705),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
95342,33.7262,-116.1553,310.5,1.1,1.1,2010-12-07,1845,Terra,MODIS,65,6.03,298.5,5.1,D,0,2010,POINT (-116.1553 33.7262),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
95678,33.5696,-116.0463,312.3,1.0,1.0,2010-12-09,1833,Terra,MODIS,59,6.03,292.9,8.5,D,0,2010,POINT (-116.0463 33.5696),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
96548,33.6492,-117.3988,320.1,1.1,1.1,2010-12-14,1851,Terra,MODIS,79,6.03,291.9,20.0,D,0,2010,POINT (-117.3988 33.6492),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
96550,33.5936,-116.063,310.8,1.3,1.1,2010-12-14,1851,Terra,MODIS,57,6.03,294.5,9.9,D,0,2010,POINT (-116.063 33.5936),33,Riverside,RIV,33,33,065,,{5A8DE123-B918-4725-9868-268A4BBCC4E7},7.952958934488648,1.8399652657563457
674,39.1426,-120.6612,343.4,1.2,1.1,2010-01-11,2127,Aqua,MODIS,92,6.03,283.5,69.7,D,0,2010,POINT (-120.6612 39.1426),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
675,39.1251,-120.7287,310.3,1.2,1.1,2010-01-11,2127,Aqua,MODIS,35,6.03,280.7,16.8,D,0,2010,POINT (-120.7287 39.1251),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
676,39.141,-120.6754,322.9,1.2,1.1,2010-01-11,2127,Aqua,MODIS,76,6.03,282.6,30.9,D,0,2010,POINT (-120.6754 39.141),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
4547,38.8139,-121.1357,301.9,1.1,1.0,2010-02-18,1909,Terra,MODIS,50,6.03,291.2,4.2,D,0,2010,POINT (-121.1357 38.8139),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
4548,38.8119,-121.1236,302.3,1.1,1.0,2010-02-18,1909,Terra,MODIS,45,6.03,290.8,4.3,D,0,2010,POINT (-121.1236 38.8119),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
16739,39.1297,-120.688,307.2,2.4,1.5,2010-03-24,2038,Aqua,MODIS,65,6.03,287.1,31.5,D,0,2010,POINT (-120.688 39.1297),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
16740,39.1356,-120.6613,317.6,2.4,1.5,2010-03-24,2038,Aqua,MODIS,78,6.03,286.5,60.6,D,0,2010,POINT (-120.6613 39.1356),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
16744,39.1319,-120.6666,323.0,2.4,1.5,2010-03-24,2038,Aqua,MODIS,82,6.03,286.8,78.9,D,0,2010,POINT (-120.6666 39.1319),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
34888,38.9061,-121.3354,311.2,1.1,1.0,2010-04-23,1909,Terra,MODIS,59,6.03,298.9,6.6,D,0,2010,POINT (-121.3354 38.9061),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
35245,39.1055,-120.6857,313.0,2.8,1.6,2010-04-26,1939,Terra,MODIS,38,6.03,292.2,45.7,D,0,2010,POINT (-120.6857 39.1055),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
35246,39.0977,-120.6527,316.3,2.8,1.6,2010-04-26,1939,Terra,MODIS,57,6.03,291.6,60.3,D,0,2010,POINT (-120.6527 39.0977),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
35247,39.0913,-120.6896,316.7,2.8,1.6,2010-04-26,1939,Terra,MODIS,72,6.03,292.0,60.2,D,0,2010,POINT (-120.6896 39.0913),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
35248,39.0839,-120.6582,320.9,2.8,1.6,2010-04-26,1939,Terra,MODIS,77,6.03,291.1,79.8,D,0,2010,POINT (-120.6582 39.0839),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
37117,38.9043,-121.3384,307.3,1.0,1.0,2010-05-05,2114,Aqua,MODIS,14,6.03,292.3,3.3,D,0,2010,POINT (-121.3384 38.9043),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
37447,38.9061,-121.3366,314.1,1.4,1.2,2010-05-07,1921,Terra,MODIS,54,6.03,303.8,9.8,D,0,2010,POINT (-121.3366 38.9061),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
38102,38.9195,-121.4691,320.5,3.8,1.8,2010-05-13,2203,Aqua,MODIS,75,6.03,304.8,70.8,D,0,2010,POINT (-121.4691 38.9195),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
39468,38.7912,-121.427,310.1,4.7,2.0,2010-05-20,2209,Aqua,MODIS,22,6.03,298.1,34.3,D,0,2010,POINT (-121.427 38.7912),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
39469,38.8062,-121.4319,310.2,4.7,2.0,2010-05-20,2210,Aqua,MODIS,29,6.03,297.6,35.9,D,0,2010,POINT (-121.4319 38.8062),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
44631,38.7406,-121.4099,320.7,1.4,1.2,2010-06-08,1921,Terra,MODIS,68,6.03,302.9,11.7,D,0,2010,POINT (-121.4099 38.7406),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
44632,38.745,-121.402,322.3,1.4,1.2,2010-06-08,1921,Terra,MODIS,73,6.03,302.4,15.1,D,0,2010,POINT (-121.402 38.745),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
69272,39.0073,-120.6803,326.9,4.3,1.9,2010-09-18,2202,Aqua,MODIS,82,6.03,295.0,180.9,D,0,2010,POINT (-120.6803 39.0073),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
69273,38.9903,-120.6748,338.4,4.3,1.9,2010-09-18,2202,Aqua,MODIS,90,6.03,296.5,310.9,D,0,2010,POINT (-120.6748 38.9903),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
69311,39.1794,-120.6828,311.5,1.3,1.1,2010-09-19,548,Terra,MODIS,83,6.03,284.1,18.9,N,0,2010,POINT (-120.6828 39.1794),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
78188,38.8593,-121.4517,314.4,1.4,1.2,2010-10-07,2055,Aqua,MODIS,44,6.03,296.6,13.7,D,0,2010,POINT (-121.4517 38.8593),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
79078,38.8629,-121.4629,311.5,3.2,1.7,2010-10-10,1945,Terra,MODIS,57,6.03,297.6,25.6,D,0,2010,POINT (-121.4629 38.8629),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
79079,38.8541,-121.4277,313.4,3.2,1.7,2010-10-10,1945,Terra,MODIS,54,6.03,297.5,30.8,D,0,2010,POINT (-121.4277 38.8541),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
79102,38.8571,-121.4334,316.5,3.2,1.7,2010-10-10,1945,Terra,MODIS,68,6.03,297.9,46.8,D,0,2010,POINT (-121.4334 38.8571),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
83242,39.0559,-120.1594,309.1,2.0,1.4,2010-10-21,1926,Terra,MODIS,59,6.03,281.5,26.9,D,0,2010,POINT (-120.1594 39.0559),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
83243,39.0539,-120.1676,316.7,2.0,1.4,2010-10-21,1926,Terra,MODIS,62,6.03,281.1,40.6,D,0,2010,POINT (-120.1676 39.0539),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
83608,39.0531,-120.1586,324.3,1.0,1.0,2010-10-21,2107,Aqua,MODIS,73,6.03,282.1,23.4,D,0,2010,POINT (-120.1586 39.0531),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
83609,39.0514,-120.1699,346.9,1.0,1.0,2010-10-21,2107,Aqua,MODIS,82,6.03,285.2,58.0,D,0,2010,POINT (-120.1699 39.0514),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
83615,38.9728,-121.157,306.2,1.0,1.0,2010-10-21,2107,Aqua,MODIS,32,6.03,287.1,8.5,D,0,2010,POINT (-121.157 38.9728),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
83616,39.1409,-120.1858,320.7,1.0,1.0,2010-10-21,2107,Aqua,MODIS,80,6.03,280.8,21.5,D,0,2010,POINT (-120.1858 39.1409),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
83617,39.1392,-120.1972,302.9,1.0,1.0,2010-10-21,2107,Aqua,MODIS,54,6.03,277.3,7.9,D,0,2010,POINT (-120.1972 39.1392),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
83618,39.1403,-120.803,312.3,1.0,1.0,2010-10-21,2107,Aqua,MODIS,63,6.03,288.7,12.2,D,0,2010,POINT (-120.803 39.1403),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
83619,39.1384,-120.8148,301.5,1.0,1.0,2010-10-21,2107,Aqua,MODIS,44,6.03,288.0,4.8,D,0,2010,POINT (-120.8148 39.1384),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
88254,38.8129,-121.4548,309.5,1.1,1.0,2010-11-06,2107,Aqua,MODIS,69,6.03,295.1,6.5,D,0,2010,POINT (-121.4548 38.8129),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
88255,38.8109,-121.4669,322.3,1.1,1.0,2010-11-06,2107,Aqua,MODIS,82,6.03,295.8,18.6,D,0,2010,POINT (-121.4669 38.8109),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
88256,39.0616,-120.1527,303.4,1.0,1.0,2010-11-06,2107,Aqua,MODIS,48,6.03,282.8,8.8,D,0,2010,POINT (-120.1527 39.0616),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
88257,39.0599,-120.164,311.5,1.0,1.0,2010-11-06,2107,Aqua,MODIS,71,6.03,282.8,14.2,D,0,2010,POINT (-120.164 39.0599),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
89399,39.1731,-120.6524,302.0,1.2,1.1,2010-11-09,619,Terra,MODIS,46,6.03,272.0,12.7,N,0,2010,POINT (-120.6524 39.1731),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
89400,39.0724,-120.5561,305.1,1.2,1.1,2010-11-09,619,Terra,MODIS,63,6.03,271.0,16.0,N,0,2010,POINT (-120.5561 39.0724),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
92387,39.1637,-120.6422,300.2,1.1,1.0,2010-11-17,1908,Terra,MODIS,33,6.03,285.8,6.6,D,0,2010,POINT (-120.6422 39.1637),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
92671,38.9148,-121.4215,319.8,1.3,1.1,2010-11-18,2131,Aqua,MODIS,80,6.03,284.7,25.3,D,0,2010,POINT (-121.4215 38.9148),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
92672,39.0347,-120.3795,355.1,1.5,1.2,2010-11-18,2131,Aqua,MODIS,98,6.03,279.8,135.4,D,0,2010,POINT (-120.3795 39.0347),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
92673,39.0288,-120.3679,336.4,1.5,1.2,2010-11-18,2131,Aqua,MODIS,90,6.03,280.1,70.5,D,0,2010,POINT (-120.3679 39.0288),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
92674,39.0273,-120.3846,318.2,1.5,1.2,2010-11-18,2131,Aqua,MODIS,50,6.03,277.6,30.3,D,0,2010,POINT (-120.3846 39.0273),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
92675,39.0396,-120.3705,331.1,1.5,1.2,2010-11-18,2131,Aqua,MODIS,64,6.03,276.6,55.4,D,0,2010,POINT (-120.3705 39.0396),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
92676,39.038,-120.387,340.2,1.5,1.2,2010-11-18,2131,Aqua,MODIS,85,6.03,278.2,79.6,D,0,2010,POINT (-120.387 39.038),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
92691,38.8945,-121.4179,327.5,1.3,1.1,2010-11-18,2131,Aqua,MODIS,85,6.03,286.5,36.6,D,0,2010,POINT (-121.4179 38.8945),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
92692,38.8929,-121.433,309.7,1.3,1.1,2010-11-18,2131,Aqua,MODIS,61,6.03,286.3,11.9,D,0,2010,POINT (-121.433 38.8929),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
92694,39.0256,-120.3608,322.8,1.5,1.2,2010-11-18,2131,Aqua,MODIS,73,6.03,279.0,39.6,D,0,2010,POINT (-120.3608 39.0256),31,Placer,PLA,31,31,061,,{DAC91615-4D80-4240-8FC8-E400600989A5},4.38536191180602,0.4043142192030708
826,36.2367,-120.2348,304.1,1.0,1.0,2010-01-12,1851,Terra,MODIS,48,6.03,288.1,5.3,D,0,2010,POINT (-120.2348 36.2367),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
827,36.2352,-120.2237,306.0,1.0,1.0,2010-01-12,1851,Terra,MODIS,56,6.03,287.4,6.6,D,2,2010,POINT (-120.2237 36.2352),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
828,36.2262,-120.2256,303.0,1.0,1.0,2010-01-12,1851,Terra,MODIS,32,6.03,287.3,4.7,D,2,2010,POINT (-120.2256 36.2262),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
1222,36.4796,-119.9454,311.5,1.0,1.0,2010-01-13,2114,Aqua,MODIS,71,6.03,287.0,10.6,D,0,2010,POINT (-119.9454 36.4796),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
1223,36.478,-119.9564,305.4,1.0,1.0,2010-01-13,2114,Aqua,MODIS,61,6.03,289.0,6.4,D,0,2010,POINT (-119.9564 36.478),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
3195,36.5632,-120.509,302.5,1.0,1.0,2010-02-05,2121,Aqua,MODIS,48,6.03,288.8,4.8,D,0,2010,POINT (-120.509 36.5632),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
3574,36.5356,-119.8779,309.2,1.2,1.1,2010-02-12,2127,Aqua,MODIS,68,6.03,293.1,6.9,D,0,2010,POINT (-119.8779 36.5356),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
11672,36.7232,-120.2402,311.1,1.0,1.0,2010-03-11,2108,Aqua,MODIS,70,6.03,293.2,8.3,D,0,2010,POINT (-120.2402 36.7232),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
12297,36.9143,-120.5618,305.0,1.1,1.0,2010-03-15,1903,Terra,MODIS,40,6.03,284.4,5.3,D,0,2010,POINT (-120.5618 36.9143),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
12298,36.6531,-119.3885,301.7,1.2,1.1,2010-03-15,1903,Terra,MODIS,24,6.03,284.5,3.4,D,0,2010,POINT (-119.3885 36.6531),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
12299,36.6335,-119.4464,306.3,1.2,1.1,2010-03-15,1903,Terra,MODIS,63,6.03,289.0,6.0,D,0,2010,POINT (-119.4464 36.6335),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
12300,36.5718,-120.0022,303.0,1.1,1.0,2010-03-15,1903,Terra,MODIS,43,6.03,285.7,4.0,D,0,2010,POINT (-120.0022 36.5718),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
12914,36.6235,-119.5346,315.4,1.3,1.1,2010-03-16,2126,Aqua,MODIS,73,6.03,293.9,10.5,D,0,2010,POINT (-119.5346 36.6235),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
14121,36.6375,-119.8261,322.1,1.0,1.0,2010-03-18,2114,Aqua,MODIS,77,6.03,303.0,11.0,D,0,2010,POINT (-119.8261 36.6375),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
14122,36.7988,-120.0564,317.3,1.0,1.0,2010-03-18,2114,Aqua,MODIS,72,6.03,301.6,7.3,D,0,2010,POINT (-120.0564 36.7988),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
14751,36.6003,-119.3197,311.1,1.2,1.1,2010-03-19,1839,Terra,MODIS,58,6.03,297.4,8.2,D,0,2010,POINT (-119.3197 36.6003),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
15770,36.6663,-119.4663,312.8,1.4,1.2,2010-03-22,1909,Terra,MODIS,59,6.03,297.7,9.8,D,0,2010,POINT (-119.4663 36.6663),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
16586,36.634,-119.4414,308.9,1.0,1.0,2010-03-24,1857,Terra,MODIS,68,6.03,288.0,5.8,D,0,2010,POINT (-119.4414 36.634),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
17534,36.5994,-119.6235,315.3,2.5,1.5,2010-03-27,1928,Terra,MODIS,73,6.03,300.3,24.0,D,0,2010,POINT (-119.6235 36.5994),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
17535,36.5933,-119.5966,313.0,2.5,1.5,2010-03-27,1928,Terra,MODIS,70,6.03,300.5,18.3,D,0,2010,POINT (-119.5966 36.5933),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
17569,36.5963,-119.6132,327.3,1.0,1.0,2010-03-27,2108,Aqua,MODIS,81,6.03,306.7,14.0,D,0,2010,POINT (-119.6132 36.5963),10,Fresno,FRE,10,10,019,,{F57A290A-F11E-4B3B-A53B-E8E4C2284BBB},9.045698654872025,1.5708748094450644
