Unnamed: 0,lat,lon,Qair_f_inst
0,33.0,-116.875,0.0059655183
1,33.0,-116.25,0.004159242
2,33.0,-115.625,0.004127106
3,33.0,-115.0,0.003846519
4,33.5,-117.5,0.007449781
5,33.5,-116.875,0.0044882144
6,33.5,-116.25,0.0039381483
7,33.5,-115.625,0.0037870908
8,33.5,-115.0,0.003852178
9,34.0,-118.125,0.0059983875
10,34.0,-117.5,0.004663613
11,34.0,-116.875,0.004074518
12,34.0,-116.25,0.003551799
13,34.0,-115.625,0.0036059823
14,34.0,-115.0,0.0041566533
15,34.5,-120.0,0.0055333725
16,34.5,-119.375,0.004302669
17,34.5,-118.75,0.0040098554
18,34.5,-118.125,0.0037609471
19,34.5,-117.5,0.0034636778
20,34.5,-116.875,0.0034424756
21,34.5,-116.25,0.0033342708
22,34.5,-115.625,0.0035573517
23,34.5,-115.0,0.0040931734
24,35.0,-120.625,0.00707452
25,35.0,-120.0,0.0051456024
26,35.0,-119.375,0.004482218
27,35.0,-118.75,0.004164536
28,35.0,-118.125,0.003538232
29,35.0,-117.5,0.0032568134
30,35.0,-116.875,0.0031706274
31,35.0,-116.25,0.0032137337
32,35.0,-115.625,0.0035289004
33,35.0,-115.0,0.0038294634
34,35.5,-120.625,0.0061475174
35,35.5,-120.0,0.0059275795
36,35.5,-119.375,0.0053951456
37,35.5,-118.75,0.004434757
38,35.5,-118.125,0.0034010082
39,35.5,-117.5,0.003231843
40,35.5,-116.875,0.0031045747
41,35.5,-116.25,0.00315891
42,35.5,-115.625,0.0033857196
43,36.0,-121.25,0.0076396563
44,36.0,-120.625,0.006523214
45,36.0,-120.0,0.006540261
46,36.0,-119.375,0.005433116
47,36.0,-118.75,0.0040577683
48,36.0,-118.125,0.0030193217
49,36.0,-117.5,0.003042801
50,36.0,-116.875,0.0031235188
51,36.0,-116.25,0.0031585435
52,36.5,-121.875,0.009497129
53,36.5,-121.25,0.007913023
54,36.5,-120.625,0.007371712
55,36.5,-120.0,0.0070143472
56,36.5,-119.375,0.004936649
57,36.5,-118.75,0.0037921167
58,36.5,-118.125,0.002845752
59,36.5,-117.5,0.002935162
60,36.5,-116.875,0.0030440607
61,37.0,-121.875,0.00896885
62,37.0,-121.25,0.007995148
63,37.0,-120.625,0.0077401963
64,37.0,-120.0,0.0062746373
65,37.0,-119.375,0.004231743
66,37.0,-118.75,0.0032169058
67,37.0,-118.125,0.0029894325
68,37.0,-117.5,0.002834076
69,37.5,-121.875,0.008783778
70,37.5,-121.25,0.008026155
71,37.5,-120.625,0.007444419
72,37.5,-120.0,0.00541
73,37.5,-119.375,0.003901235
74,37.5,-118.75,0.0028580257
75,37.5,-118.125,0.0028225118
76,38.0,-122.5,0.009260216
77,38.0,-121.875,0.008727499
78,38.0,-121.25,0.008105204
79,38.0,-120.625,0.0068758763
80,38.0,-120.0,0.00505338
81,38.0,-119.375,0.003682106
82,38.0,-118.75,0.0030946846
83,38.5,-123.125,0.009234494
84,38.5,-122.5,0.008249144
85,38.5,-121.875,0.00816991
86,38.5,-121.25,0.0077706915
87,38.5,-120.625,0.00613856
88,38.5,-120.0,0.0048121125
89,38.5,-119.375,0.0036097483
90,39.0,-123.125,0.008343065
91,39.0,-122.5,0.0075425976
92,39.0,-121.875,0.008059219
93,39.0,-121.25,0.0075484146
94,39.0,-120.625,0.0057868045
95,39.5,-123.75,0.009051293
96,39.5,-123.125,0.007757435
97,39.5,-122.5,0.0071606543
98,39.5,-121.875,0.007699135
99,39.5,-121.25,0.0068134908
100,39.5,-120.625,0.005629008
101,40.0,-123.75,0.008367422
102,40.0,-123.125,0.007419195
103,40.0,-122.5,0.0069450624
104,40.0,-121.875,0.006748935
105,40.0,-121.25,0.006627125
106,40.0,-120.625,0.0057490966
107,40.0,-120.0,0.004977116
108,40.5,-124.375,0.009035126
109,40.5,-123.75,0.007940174
110,40.5,-123.125,0.0072241332
111,40.5,-122.5,0.00706967
112,40.5,-121.875,0.006837923
113,40.5,-121.25,0.0063691107
114,40.5,-120.625,0.0058922214
115,40.5,-120.0,0.0053302464
116,41.0,-123.75,0.007879841
117,41.0,-123.125,0.00680263
118,41.0,-122.5,0.006273518
119,41.0,-121.875,0.0064503322
120,41.0,-121.25,0.0064254827
121,41.0,-120.625,0.005934169
122,41.0,-120.0,0.005490867
123,41.5,-123.75,0.007678135
124,41.5,-123.125,0.006759115
125,41.5,-122.5,0.006185165
126,41.5,-121.875,0.005924517
127,41.5,-121.25,0.0060259327
128,41.5,-120.625,0.006027833
129,41.5,-120.0,0.0059220325
130,42.0,-123.125,0.0068040504
131,42.0,-122.5,0.0064069796
132,42.0,-121.875,0.0060375235
