Unnamed: 0,lat,lon,Qair_f_inst
0,33.0,-116.875,0.009431328
1,33.0,-116.25,0.0074149645
2,33.0,-115.625,0.0067008534
3,33.0,-115.0,0.006282002
4,33.5,-117.5,0.010827985
5,33.5,-116.875,0.00840442
6,33.5,-116.25,0.0054110996
7,33.5,-115.625,0.0049334434
8,33.5,-115.0,0.005207211
9,34.0,-118.125,0.0099251745
10,34.0,-117.5,0.009196097
11,34.0,-116.875,0.0069378167
12,34.0,-116.25,0.0040854225
13,34.0,-115.625,0.003788045
14,34.0,-115.0,0.0042753075
15,34.5,-120.0,0.008348685
16,34.5,-119.375,0.007079371
17,34.5,-118.75,0.0066728047
18,34.5,-118.125,0.007597497
19,34.5,-117.5,0.0061697233
20,34.5,-116.875,0.0046894597
21,34.5,-116.25,0.0035556892
22,34.5,-115.625,0.00387007
23,34.5,-115.0,0.004173022
24,35.0,-120.625,0.008777014
25,35.0,-120.0,0.0058219344
26,35.0,-119.375,0.004126062
27,35.0,-118.75,0.0037843361
28,35.0,-118.125,0.0047660465
29,35.0,-117.5,0.005169344
30,35.0,-116.875,0.0045021335
31,35.0,-116.25,0.0037508782
32,35.0,-115.625,0.0037857946
33,35.0,-115.0,0.0040069455
34,35.5,-120.625,0.0068021086
35,35.5,-120.0,0.005333776
36,35.5,-119.375,0.0044509205
37,35.5,-118.75,0.0037932245
38,35.5,-118.125,0.003373707
39,35.5,-117.5,0.0038783036
40,35.5,-116.875,0.0039675976
41,35.5,-116.25,0.0035672365
42,35.5,-115.625,0.0035406519
43,36.0,-121.25,0.007216587
44,36.0,-120.625,0.0048681754
45,36.0,-120.0,0.0045012883
46,36.0,-119.375,0.004083725
47,36.0,-118.75,0.0033287425
48,36.0,-118.125,0.002899209
49,36.0,-117.5,0.0030787506
50,36.0,-116.875,0.0033227385
51,36.0,-116.25,0.00338223
52,36.5,-121.875,0.009738545
53,36.5,-121.25,0.007021381
54,36.5,-120.625,0.0046212426
55,36.5,-120.0,0.0043438314
56,36.5,-119.375,0.0035112433
57,36.5,-118.75,0.0029675525
58,36.5,-118.125,0.0026405305
59,36.5,-117.5,0.002854015
60,36.5,-116.875,0.0030632291
61,37.0,-121.875,0.008882732
62,37.0,-121.25,0.0067776176
63,37.0,-120.625,0.0055366117
64,37.0,-120.0,0.0043603475
65,37.0,-119.375,0.0031125864
66,37.0,-118.75,0.0027352655
67,37.0,-118.125,0.0024890185
68,37.0,-117.5,0.0026721098
69,37.5,-121.875,0.008208125
70,37.5,-121.25,0.0063723843
71,37.5,-120.625,0.0050328127
72,37.5,-120.0,0.0034996227
73,37.5,-119.375,0.0027701873
74,37.5,-118.75,0.0023784265
75,37.5,-118.125,0.002330674
76,38.0,-122.5,0.008644518
77,38.0,-121.875,0.007881154
78,38.0,-121.25,0.006603276
79,38.0,-120.625,0.0044379868
80,38.0,-120.0,0.0030551676
81,38.0,-119.375,0.0026385176
82,38.0,-118.75,0.0022960831
83,38.5,-123.125,0.008564667
84,38.5,-122.5,0.0068853223
85,38.5,-121.875,0.0066211275
86,38.5,-121.25,0.0057822405
87,38.5,-120.625,0.0037729957
88,38.5,-120.0,0.002931961
89,38.5,-119.375,0.0024306176
90,39.0,-123.125,0.0067960736
91,39.0,-122.5,0.005080719
92,39.0,-121.875,0.0051668603
93,39.0,-121.25,0.004405205
94,39.0,-120.625,0.003261947
95,39.5,-123.75,0.007868414
96,39.5,-123.125,0.0053475574
97,39.5,-122.5,0.0037939122
98,39.5,-121.875,0.0040491447
99,39.5,-121.25,0.0034620736
100,39.5,-120.625,0.0029847363
101,40.0,-123.75,0.0066025755
102,40.0,-123.125,0.004893529
103,40.0,-122.5,0.0034760106
104,40.0,-121.875,0.0033584256
105,40.0,-121.25,0.0029299709
106,40.0,-120.625,0.0027316136
107,40.0,-120.0,0.0027971144
108,40.5,-124.375,0.008383919
109,40.5,-123.75,0.0061185365
110,40.5,-123.125,0.004381529
111,40.5,-122.5,0.003261185
112,40.5,-121.875,0.0029101062
113,40.5,-121.25,0.0026226304
114,40.5,-120.625,0.0025331678
115,40.5,-120.0,0.002537013
116,41.0,-123.75,0.00590055
117,41.0,-123.125,0.0037858775
118,41.0,-122.5,0.0029184285
119,41.0,-121.875,0.0027304858
120,41.0,-121.25,0.0024982968
121,41.0,-120.625,0.002382057
122,41.0,-120.0,0.0022051723
123,41.5,-123.75,0.0056667365
124,41.5,-123.125,0.0038225946
125,41.5,-122.5,0.0028308674
126,41.5,-121.875,0.0026073211
127,41.5,-121.25,0.0025139523
128,41.5,-120.625,0.0023862976
129,41.5,-120.0,0.0021571657
130,42.0,-123.125,0.004108196
131,42.0,-122.5,0.0031061873
132,42.0,-121.875,0.0027547467
