,lat,lon,TLML
0,33.0,-116.875,281.8215
1,33.0,-116.25,282.05374
2,33.0,-115.625,285.6884
3,33.0,-115.0,283.9512
4,33.5,-117.5,283.9011
5,33.5,-116.875,279.17062
6,33.5,-116.25,281.77307
7,33.5,-115.625,282.70303
8,33.5,-115.0,282.81387
9,34.0,-118.125,281.8053
10,34.0,-117.5,279.97693
11,34.0,-116.875,277.30148
12,34.0,-116.25,277.7947
13,34.0,-115.625,280.96307
14,34.0,-115.0,282.37067
15,34.5,-120.0,281.27457
16,34.5,-119.375,277.55362
17,34.5,-118.75,277.35965
18,34.5,-118.125,277.66568
19,34.5,-117.5,276.20178
20,34.5,-116.875,275.50772
21,34.5,-116.25,278.2709
22,34.5,-115.625,280.9773
23,34.5,-115.0,280.32855
24,35.0,-120.625,281.27286
25,35.0,-120.0,277.39804
26,35.0,-119.375,276.72208
27,35.0,-118.75,275.7037
28,35.0,-118.125,275.33603
29,35.0,-117.5,276.90298
30,35.0,-116.875,277.21057
31,35.0,-116.25,279.36285
32,35.0,-115.625,276.17722
33,35.0,-115.0,277.22302
34,35.5,-120.625,278.8936
35,35.5,-120.0,277.69473
36,35.5,-119.375,279.31653
37,35.5,-118.75,277.46918
38,35.5,-118.125,273.25256
39,35.5,-117.5,277.1778
40,35.5,-116.875,277.57147
41,35.5,-116.25,278.73105
42,35.5,-115.625,275.31235
43,36.0,-121.25,279.16812
44,36.0,-120.625,277.5892
45,36.0,-120.0,278.20007
46,36.0,-119.375,279.06546
47,36.0,-118.75,275.5695
48,36.0,-118.125,268.59244
49,36.0,-117.5,275.03378
50,36.0,-116.875,278.35757
51,36.0,-116.25,278.43155
52,36.5,-121.875,281.72604
53,36.5,-121.25,277.74084
54,36.5,-120.625,277.4793
55,36.5,-120.0,278.2052
56,36.5,-119.375,279.01434
57,36.5,-118.75,271.21988
58,36.5,-118.125,266.62582
59,36.5,-117.5,275.45865
60,36.5,-116.875,277.65445
61,37.0,-121.875,279.79547
62,37.0,-121.25,278.04562
63,37.0,-120.625,278.57712
64,37.0,-120.0,278.37692
65,37.0,-119.375,274.32166
66,37.0,-118.75,265.13644
67,37.0,-118.125,267.41898
68,37.0,-117.5,272.98764
69,37.5,-121.875,278.69687
70,37.5,-121.25,277.81522
71,37.5,-120.625,278.34314
72,37.5,-120.0,275.03348
73,37.5,-119.375,266.06503
74,37.5,-118.75,263.78983
75,37.5,-118.125,267.54147
76,38.0,-122.5,280.99814
77,38.0,-121.875,278.49747
78,38.0,-121.25,278.7822
79,38.0,-120.625,276.21915
80,38.0,-120.0,269.59668
81,38.0,-119.375,263.6691
82,38.0,-118.75,264.51974
83,38.5,-123.125,280.5449
84,38.5,-122.5,279.24033
85,38.5,-121.875,278.45596
86,38.5,-121.25,278.33725
87,38.5,-120.625,273.23755
88,38.5,-120.0,266.5377
89,38.5,-119.375,266.0352
90,39.0,-123.125,278.24374
91,39.0,-122.5,278.0327
92,39.0,-121.875,278.24582
93,39.0,-121.25,275.83035
94,39.0,-120.625,269.43906
95,39.5,-123.75,279.45438
96,39.5,-123.125,275.42636
97,39.5,-122.5,277.86188
98,39.5,-121.875,278.0257
99,39.5,-121.25,273.2606
100,39.5,-120.625,266.5245
101,40.0,-123.75,276.7251
102,40.0,-123.125,273.13162
103,40.0,-122.5,276.54626
104,40.0,-121.875,275.0316
105,40.0,-121.25,267.421
106,40.0,-120.625,265.0733
107,40.0,-120.0,265.64706
108,40.5,-124.375,279.7695
109,40.5,-123.75,274.19507
110,40.5,-123.125,272.275
111,40.5,-122.5,275.8112
112,40.5,-121.875,272.2349
113,40.5,-121.25,264.4246
114,40.5,-120.625,263.03244
115,40.5,-120.0,264.91586
116,41.0,-123.75,274.5913
117,41.0,-123.125,269.8831
118,41.0,-122.5,270.40915
119,41.0,-121.875,269.16284
120,41.0,-121.25,266.33163
121,41.0,-120.625,263.0646
122,41.0,-120.0,263.10263
123,41.5,-123.75,272.1921
124,41.5,-123.125,268.44653
125,41.5,-122.5,267.00635
126,41.5,-121.875,264.15445
127,41.5,-121.25,263.8423
128,41.5,-120.625,264.23837
129,41.5,-120.0,263.22934
130,42.0,-123.125,268.17896
131,42.0,-122.5,266.4094
132,42.0,-121.875,264.264
