Unnamed: 0,lat,lon,AvgSurfT_tavg
0,33.0,-116.875,-245.15069999999997
1,33.0,-116.25,-238.86304999999993
2,33.0,-115.625,-235.84934999999996
3,33.0,-115.0,-237.91571999999996
4,33.5,-117.5,-249.42612999999994
5,33.5,-116.875,-243.34146999999996
6,33.5,-116.25,-236.91947999999996
7,33.5,-115.625,-237.10681999999997
8,33.5,-115.0,-237.11243999999994
9,34.0,-118.125,-245.31693999999993
10,34.0,-117.5,-242.94179999999994
11,34.0,-116.875,-240.80949999999996
12,34.0,-116.25,-239.20959999999997
13,34.0,-115.625,-237.03092999999996
14,34.0,-115.0,-235.98259999999993
15,34.5,-120.0,-245.82541999999995
16,34.5,-119.375,-243.14585999999997
17,34.5,-118.75,-243.86441999999994
18,34.5,-118.125,-241.57019999999994
19,34.5,-117.5,-241.44614999999993
20,34.5,-116.875,-241.34019999999998
21,34.5,-116.25,-238.57462999999996
22,34.5,-115.625,-236.17966999999993
23,34.5,-115.0,-236.59073999999998
24,35.0,-120.625,-249.08149999999995
25,35.0,-120.0,-247.41077999999993
26,35.0,-119.375,-249.14887999999996
27,35.0,-118.75,-248.42423999999994
28,35.0,-118.125,-242.43169999999998
29,35.0,-117.5,-240.38535999999993
30,35.0,-116.875,-239.10071999999997
31,35.0,-116.25,-236.19492999999994
32,35.0,-115.625,-238.30802999999997
33,35.0,-115.0,-237.09305999999998
34,35.5,-120.625,-247.11801999999994
35,35.5,-120.0,-247.59709999999995
36,35.5,-119.375,-246.03239999999994
37,35.5,-118.75,-246.97429999999997
38,35.5,-118.125,-242.47937999999994
39,35.5,-117.5,-238.84302999999994
40,35.5,-116.875,-238.35654999999997
41,35.5,-116.25,-236.27854999999994
42,35.5,-115.625,-238.65274999999997
43,36.0,-121.25,-250.02389999999997
44,36.0,-120.625,-247.91867999999994
45,36.0,-120.0,-247.00357999999994
46,36.0,-119.375,-245.49253999999996
47,36.0,-118.75,-245.33109999999994
48,36.0,-118.125,-246.28702999999996
49,36.0,-117.5,-239.99129999999997
50,36.0,-116.875,-237.32999999999993
51,36.0,-116.25,-236.71817999999996
52,36.5,-121.875,-256.00996
53,36.5,-121.25,-250.92453999999998
54,36.5,-120.625,-249.11159999999995
55,36.5,-120.0,-247.25882999999993
56,36.5,-119.375,-244.09012999999993
57,36.5,-118.75,-247.41764999999998
58,36.5,-118.125,-249.50609999999995
59,36.5,-117.5,-239.19443999999993
60,36.5,-116.875,-237.48435999999998
61,37.0,-121.875,-254.08963999999997
62,37.0,-121.25,-250.29581999999994
63,37.0,-120.625,-248.34109999999993
64,37.0,-120.0,-245.88297999999998
65,37.0,-119.375,-244.72794999999996
66,37.0,-118.75,-253.28717999999998
67,37.0,-118.125,-248.10111999999998
68,37.0,-117.5,-241.15195999999997
69,37.5,-121.875,-252.60227999999995
70,37.5,-121.25,-250.23383999999993
71,37.5,-120.625,-247.28504999999996
72,37.5,-120.0,-246.03177999999997
73,37.5,-119.375,-251.70519999999993
74,37.5,-118.75,-254.25962999999996
75,37.5,-118.125,-247.31854999999996
76,38.0,-122.5,-254.01593999999994
77,38.0,-121.875,-249.83457999999996
78,38.0,-121.25,-248.57269999999994
79,38.0,-120.625,-246.89343999999994
80,38.0,-120.0,-249.26096999999993
81,38.0,-119.375,-254.67479999999995
82,38.0,-118.75,-251.23569999999995
83,38.5,-123.125,-254.76932999999997
84,38.5,-122.5,-248.24559999999997
85,38.5,-121.875,-245.71115999999995
86,38.5,-121.25,-245.86054999999993
87,38.5,-120.625,-247.91019999999997
88,38.5,-120.0,-252.46756999999997
89,38.5,-119.375,-252.17676999999998
90,39.0,-123.125,-252.50632999999993
91,39.0,-122.5,-247.33554999999996
92,39.0,-121.875,-245.36099999999993
93,39.0,-121.25,-245.62152999999995
94,39.0,-120.625,-250.29596999999995
95,39.5,-123.75,-257.09979999999996
96,39.5,-123.125,-253.24964999999997
97,39.5,-122.5,-247.68369999999993
98,39.5,-121.875,-245.34369999999996
99,39.5,-121.25,-248.52692999999994
100,39.5,-120.625,-253.14847999999995
101,40.0,-123.75,-256.74845999999997
102,40.0,-123.125,-254.98072999999994
103,40.0,-122.5,-248.84649999999993
104,40.0,-121.875,-247.46765999999997
105,40.0,-121.25,-253.20749999999998
106,40.0,-120.625,-253.92346999999995
107,40.0,-120.0,-252.07047999999998
108,40.5,-124.375,-259.76032999999995
109,40.5,-123.75,-258.00345999999996
110,40.5,-123.125,-255.53705999999994
111,40.5,-122.5,-249.27362999999997
112,40.5,-121.875,-250.96903999999995
113,40.5,-121.25,-256.1054
114,40.5,-120.625,-254.72919999999993
115,40.5,-120.0,-252.52829999999994
116,41.0,-123.75,-258.10329999999993
117,41.0,-123.125,-257.39417999999995
118,41.0,-122.5,-254.17929999999996
119,41.0,-121.875,-253.66812999999996
120,41.0,-121.25,-254.54807999999997
121,41.0,-120.625,-256.36325999999997
122,41.0,-120.0,-256.10164
123,41.5,-123.75,-258.27678
124,41.5,-123.125,-258.28256999999996
125,41.5,-122.5,-257.80679999999995
126,41.5,-121.875,-258.58829999999995
127,41.5,-121.25,-256.8291
128,41.5,-120.625,-256.75897999999995
129,41.5,-120.0,-257.32117999999997
130,42.0,-123.125,-259.23355999999995
131,42.0,-122.5,-258.74679999999995
132,42.0,-121.875,-259.12287999999995
