,lat,lon,QLML
0,33.0,-116.875,0.007475449
1,33.0,-116.25,0.007353978
2,33.0,-115.625,0.008897157
3,33.0,-115.0,0.0109202685
4,33.5,-117.5,0.009764331
5,33.5,-116.875,0.0071585043
6,33.5,-116.25,0.008048014
7,33.5,-115.625,0.009638446
8,33.5,-115.0,0.0104753515
9,34.0,-118.125,0.009966096
10,34.0,-117.5,0.007924559
11,34.0,-116.875,0.007728128
12,34.0,-116.25,0.0081736455
13,34.0,-115.625,0.009066799
14,34.0,-115.0,0.010035676
15,34.5,-120.0,0.008152169
16,34.5,-119.375,0.006698377
17,34.5,-118.75,0.0071062385
18,34.5,-118.125,0.007158717
19,34.5,-117.5,0.0073201787
20,34.5,-116.875,0.007903877
21,34.5,-116.25,0.008364978
22,34.5,-115.625,0.009031913
23,34.5,-115.0,0.009741019
24,35.0,-120.625,0.009566053
25,35.0,-120.0,0.0066765756
26,35.0,-119.375,0.0063758437
27,35.0,-118.75,0.006394508
28,35.0,-118.125,0.006532624
29,35.0,-117.5,0.007029678
30,35.0,-116.875,0.0076985755
31,35.0,-116.25,0.008245378
32,35.0,-115.625,0.008975971
33,35.0,-115.0,0.009186881
34,35.5,-120.625,0.00716115
35,35.5,-120.0,0.0064279507
36,35.5,-119.375,0.006459164
37,35.5,-118.75,0.00637662
38,35.5,-118.125,0.006331908
39,35.5,-117.5,0.006766632
40,35.5,-116.875,0.007382208
41,35.5,-116.25,0.008117679
42,35.5,-115.625,0.008699313
43,36.0,-121.25,0.0068379645
44,36.0,-120.625,0.006276248
45,36.0,-120.0,0.0062220762
46,36.0,-119.375,0.0062775365
47,36.0,-118.75,0.0061642188
48,36.0,-118.125,0.0062919226
49,36.0,-117.5,0.006645771
50,36.0,-116.875,0.0074025593
51,36.0,-116.25,0.008225369
52,36.5,-121.875,0.010837411
53,36.5,-121.25,0.0071347547
54,36.5,-120.625,0.0063867695
55,36.5,-120.0,0.0063762944
56,36.5,-119.375,0.006053721
57,36.5,-118.75,0.005957739
58,36.5,-118.125,0.006206781
59,36.5,-117.5,0.006782176
60,36.5,-116.875,0.0076090493
61,37.0,-121.875,0.00935149
62,37.0,-121.25,0.00742316
63,37.0,-120.625,0.0069293384
64,37.0,-120.0,0.006320655
65,37.0,-119.375,0.0057897414
66,37.0,-118.75,0.005700627
67,37.0,-118.125,0.0061541796
68,37.0,-117.5,0.0071108826
69,37.5,-121.875,0.0086203115
70,37.5,-121.25,0.00739817
71,37.5,-120.625,0.006797507
72,37.5,-120.0,0.00599713
73,37.5,-119.375,0.005510941
74,37.5,-118.75,0.0054639005
75,37.5,-118.125,0.0062523284
76,38.0,-122.5,0.009437834
77,38.0,-121.875,0.008587457
78,38.0,-121.25,0.007776872
79,38.0,-120.625,0.0065121115
80,38.0,-120.0,0.005776496
81,38.0,-119.375,0.0054034945
82,38.0,-118.75,0.005688801
83,38.5,-123.125,0.008814623
84,38.5,-122.5,0.007409359
85,38.5,-121.875,0.00722855
86,38.5,-121.25,0.0074033164
87,38.5,-120.625,0.006203435
88,38.5,-120.0,0.0057030004
89,38.5,-119.375,0.0054596122
90,39.0,-123.125,0.0076203314
91,39.0,-122.5,0.0068082563
92,39.0,-121.875,0.0068678013
93,39.0,-121.25,0.00679213
94,39.0,-120.625,0.0061683864
95,39.5,-123.75,0.009153041
96,39.5,-123.125,0.0070610666
97,39.5,-122.5,0.006768308
98,39.5,-121.875,0.0066186544
99,39.5,-121.25,0.006373051
100,39.5,-120.625,0.0062649534
101,40.0,-123.75,0.008635261
102,40.0,-123.125,0.007241788
103,40.0,-122.5,0.006962981
104,40.0,-121.875,0.0064190975
105,40.0,-121.25,0.0061852094
106,40.0,-120.625,0.006161755
107,40.0,-120.0,0.0061123273
108,40.5,-124.375,0.0097932005
109,40.5,-123.75,0.008404295
110,40.5,-123.125,0.007316123
111,40.5,-122.5,0.006792906
112,40.5,-121.875,0.0062112776
113,40.5,-121.25,0.0059798346
114,40.5,-120.625,0.0059420858
115,40.5,-120.0,0.00589378
116,41.0,-123.75,0.008466346
117,41.0,-123.125,0.0070884395
118,41.0,-122.5,0.006259248
119,41.0,-121.875,0.0056767557
120,41.0,-121.25,0.0056979
121,41.0,-120.625,0.0058675758
122,41.0,-120.0,0.0058317967
123,41.5,-123.75,0.008565278
124,41.5,-123.125,0.0072285496
125,41.5,-122.5,0.00628355
126,41.5,-121.875,0.00580704
127,41.5,-121.25,0.005582688
128,41.5,-120.625,0.0056783934
129,41.5,-120.0,0.0057323393
130,42.0,-123.125,0.007442335
131,42.0,-122.5,0.006609389
132,42.0,-121.875,0.0063554384
