,lat,lon,QLML
0,33.0,-116.875,0.008219991
1,33.0,-116.25,0.006314809
2,33.0,-115.625,0.007473279
3,33.0,-115.0,0.008087762
4,33.5,-117.5,0.010696535
5,33.5,-116.875,0.0061594113
6,33.5,-116.25,0.006517986
7,33.5,-115.625,0.0073161307
8,33.5,-115.0,0.008024571
9,34.0,-118.125,0.009936384
10,34.0,-117.5,0.007382902
11,34.0,-116.875,0.0063032745
12,34.0,-116.25,0.0065823663
13,34.0,-115.625,0.0069802534
14,34.0,-115.0,0.007839763
15,34.5,-120.0,0.008813842
16,34.5,-119.375,0.0069374163
17,34.5,-118.75,0.007252339
18,34.5,-118.125,0.006963121
19,34.5,-117.5,0.006397298
20,34.5,-116.875,0.0063590673
21,34.5,-116.25,0.006653311
22,34.5,-115.625,0.007219964
23,34.5,-115.0,0.007933125
24,35.0,-120.625,0.011082579
25,35.0,-120.0,0.008279935
26,35.0,-119.375,0.0074254107
27,35.0,-118.75,0.0070527648
28,35.0,-118.125,0.0064613167
29,35.0,-117.5,0.006360172
30,35.0,-116.875,0.006564038
31,35.0,-116.25,0.007088198
32,35.0,-115.625,0.007486735
33,35.0,-115.0,0.008021944
34,35.5,-120.625,0.009554361
35,35.5,-120.0,0.0087790955
36,35.5,-119.375,0.008338485
37,35.5,-118.75,0.0072325333
38,35.5,-118.125,0.0063793375
39,35.5,-117.5,0.00616953
40,35.5,-116.875,0.006487172
41,35.5,-116.25,0.006994458
42,35.5,-115.625,0.007586965
43,36.0,-121.25,0.00982567
44,36.0,-120.625,0.008605227
45,36.0,-120.0,0.008365725
46,36.0,-119.375,0.007843323
47,36.0,-118.75,0.0067770295
48,36.0,-118.125,0.0060055163
49,36.0,-117.5,0.006022195
50,36.0,-116.875,0.0065251677
51,36.0,-116.25,0.0070317797
52,36.5,-121.875,0.012232929
53,36.5,-121.25,0.009968955
54,36.5,-120.625,0.008894638
55,36.5,-120.0,0.008366018
56,36.5,-119.375,0.0071539492
57,36.5,-118.75,0.006536853
58,36.5,-118.125,0.005952366
59,36.5,-117.5,0.0061347918
60,36.5,-116.875,0.00673759
61,37.0,-121.875,0.011477753
62,37.0,-121.25,0.010138408
63,37.0,-120.625,0.009267526
64,37.0,-120.0,0.008028053
65,37.0,-119.375,0.0067411256
66,37.0,-118.75,0.0063687987
67,37.0,-118.125,0.0060381317
68,37.0,-117.5,0.0063526724
69,37.5,-121.875,0.011076898
70,37.5,-121.25,0.010019784
71,37.5,-120.625,0.008824698
72,37.5,-120.0,0.007082317
73,37.5,-119.375,0.006249526
74,37.5,-118.75,0.0059711635
75,37.5,-118.125,0.00601607
76,38.0,-122.5,0.011151698
77,38.0,-121.875,0.011013184
78,38.0,-121.25,0.010344946
79,38.0,-120.625,0.008393123
80,38.0,-120.0,0.0064845607
81,38.0,-119.375,0.0059907814
82,38.0,-118.75,0.0058793337
83,38.5,-123.125,0.010732909
84,38.5,-122.5,0.009964935
85,38.5,-121.875,0.010142577
86,38.5,-121.25,0.00978751
87,38.5,-120.625,0.007642867
88,38.5,-120.0,0.0060961116
89,38.5,-119.375,0.005730567
90,39.0,-123.125,0.009466539
91,39.0,-122.5,0.008730743
92,39.0,-121.875,0.008942618
93,39.0,-121.25,0.008649126
94,39.0,-120.625,0.00671985
95,39.5,-123.75,0.010618526
96,39.5,-123.125,0.0084077995
97,39.5,-122.5,0.0077695767
98,39.5,-121.875,0.008158478
99,39.5,-121.25,0.007615972
100,39.5,-120.625,0.0059024584
101,40.0,-123.75,0.009977005
102,40.0,-123.125,0.007747948
103,40.0,-122.5,0.006990787
104,40.0,-121.875,0.007603658
105,40.0,-121.25,0.0067524593
106,40.0,-120.625,0.005879791
107,40.0,-120.0,0.0054437164
108,40.5,-124.375,0.010666468
109,40.5,-123.75,0.009306727
110,40.5,-123.125,0.0076763746
111,40.5,-122.5,0.0068678576
112,40.5,-121.875,0.0073020332
113,40.5,-121.25,0.0061318255
114,40.5,-120.625,0.0057764575
115,40.5,-120.0,0.0054267575
116,41.0,-123.75,0.009146105
117,41.0,-123.125,0.0073606935
118,41.0,-122.5,0.0066842753
119,41.0,-121.875,0.0069887987
120,41.0,-121.25,0.006204737
121,41.0,-120.625,0.0058043282
122,41.0,-120.0,0.0055735926
123,41.5,-123.75,0.009170622
124,41.5,-123.125,0.0074799866
125,41.5,-122.5,0.006304297
126,41.5,-121.875,0.006396016
127,41.5,-121.25,0.006300706
128,41.5,-120.625,0.0060336622
129,41.5,-120.0,0.0057561067
130,42.0,-123.125,0.0078559825
131,42.0,-122.5,0.0063110697
132,42.0,-121.875,0.006058982
