Unnamed: 0,lat,lon,Qair_f_inst
0,33.0,-116.875,0.004163683
1,33.0,-116.25,0.003646596
2,33.0,-115.625,0.0035537381
3,33.0,-115.0,0.0032562905
4,33.5,-117.5,0.0035898695
5,33.5,-116.875,0.0030324503
6,33.5,-116.25,0.0027738388
7,33.5,-115.625,0.0025472117
8,33.5,-115.0,0.0023365393
9,34.0,-118.125,0.0024207241
10,34.0,-117.5,0.0020598515
11,34.0,-116.875,0.0020176887
12,34.0,-116.25,0.001974271
13,34.0,-115.625,0.0018631043
14,34.0,-115.0,0.0017922893
15,34.5,-120.0,0.003643139
16,34.5,-119.375,0.0022588058
17,34.5,-118.75,0.0021039755
18,34.5,-118.125,0.0020222173
19,34.5,-117.5,0.0020397753
20,34.5,-116.875,0.002028424
21,34.5,-116.25,0.0019169258
22,34.5,-115.625,0.001759346
23,34.5,-115.0,0.0017881462
24,35.0,-120.625,0.0044489065
25,35.0,-120.0,0.0026505578
26,35.0,-119.375,0.0022894305
27,35.0,-118.75,0.0023004152
28,35.0,-118.125,0.0020683038
29,35.0,-117.5,0.002038092
30,35.0,-116.875,0.0019073457
31,35.0,-116.25,0.0017310291
32,35.0,-115.625,0.0016325285
33,35.0,-115.0,0.0018133555
34,35.5,-120.625,0.0032699483
35,35.5,-120.0,0.002414034
36,35.5,-119.375,0.0025034088
37,35.5,-118.75,0.002387406
38,35.5,-118.125,0.0019532854
39,35.5,-117.5,0.0019196187
40,35.5,-116.875,0.0017123987
41,35.5,-116.25,0.0015859875
42,35.5,-115.625,0.0016699663
43,36.0,-121.25,0.003762345
44,36.0,-120.625,0.0027090062
45,36.0,-120.0,0.0025038354
46,36.0,-119.375,0.0025994608
47,36.0,-118.75,0.0021593776
48,36.0,-118.125,0.0018483247
49,36.0,-117.5,0.0018051096
50,36.0,-116.875,0.001626599
51,36.0,-116.25,0.0016020448
52,36.5,-121.875,0.0048098103
53,36.5,-121.25,0.0033567585
54,36.5,-120.625,0.002678142
55,36.5,-120.0,0.0027862221
56,36.5,-119.375,0.002517572
57,36.5,-118.75,0.0019738688
58,36.5,-118.125,0.0017449479
59,36.5,-117.5,0.0016843526
60,36.5,-116.875,0.0015916467
61,37.0,-121.875,0.0038789578
62,37.0,-121.25,0.0030974932
63,37.0,-120.625,0.0028923796
64,37.0,-120.0,0.002603041
65,37.0,-119.375,0.0020462468
66,37.0,-118.75,0.0017087404
67,37.0,-118.125,0.0017284568
68,37.0,-117.5,0.0016435458
69,37.5,-121.875,0.0033430175
70,37.5,-121.25,0.0031149534
71,37.5,-120.625,0.0027498805
72,37.5,-120.0,0.0021349962
73,37.5,-119.375,0.0017100982
74,37.5,-118.75,0.0016655261
75,37.5,-118.125,0.0016995929
76,38.0,-122.5,0.0034799576
77,38.0,-121.875,0.0034240328
78,38.0,-121.25,0.0031693242
79,38.0,-120.625,0.0024346435
80,38.0,-120.0,0.0018938124
81,38.0,-119.375,0.0016777037
82,38.0,-118.75,0.0017788303
83,38.5,-123.125,0.0041981377
84,38.5,-122.5,0.0033475459
85,38.5,-121.875,0.0036139488
86,38.5,-121.25,0.0030510013
87,38.5,-120.625,0.0022647039
88,38.5,-120.0,0.0018433259
89,38.5,-119.375,0.0016734089
90,39.0,-123.125,0.0034725864
91,39.0,-122.5,0.003363089
92,39.0,-121.875,0.003694588
93,39.0,-121.25,0.0027631528
94,39.0,-120.625,0.0022186078
95,39.5,-123.75,0.0046413816
96,39.5,-123.125,0.003196855
97,39.5,-122.5,0.0033923534
98,39.5,-121.875,0.003441565
99,39.5,-121.25,0.0024249812
100,39.5,-120.625,0.0019985922
101,40.0,-123.75,0.0042498666
102,40.0,-123.125,0.0031849034
103,40.0,-122.5,0.0034461142
104,40.0,-121.875,0.0029892114
105,40.0,-121.25,0.0022231624
106,40.0,-120.625,0.0019324141
107,40.0,-120.0,0.0018109232
108,40.5,-124.375,0.0055626133
109,40.5,-123.75,0.004077017
110,40.5,-123.125,0.0032783563
111,40.5,-122.5,0.0034163876
112,40.5,-121.875,0.0027697424
113,40.5,-121.25,0.002075045
114,40.5,-120.625,0.0019030574
115,40.5,-120.0,0.0017336156
116,41.0,-123.75,0.004054872
117,41.0,-123.125,0.003206904
118,41.0,-122.5,0.003191009
119,41.0,-121.875,0.002814171
120,41.0,-121.25,0.0020565276
121,41.0,-120.625,0.0018177279
122,41.0,-120.0,0.0017193755
123,41.5,-123.75,0.004071675
124,41.5,-123.125,0.0034643027
125,41.5,-122.5,0.003194562
126,41.5,-121.875,0.0027547406
127,41.5,-121.25,0.0021584008
128,41.5,-120.625,0.0018406674
129,41.5,-120.0,0.0017704369
130,42.0,-123.125,0.0037302813
131,42.0,-122.5,0.003326377
132,42.0,-121.875,0.0028459858
