Unnamed: 0,lat,lon,Qair_f_inst
0,33.0,-116.875,0.0059732106
1,33.0,-116.25,0.0027555318
2,33.0,-115.625,0.002174111
3,33.0,-115.0,0.0024016008
4,33.5,-117.5,0.008758509
5,33.5,-116.875,0.003940051
6,33.5,-116.25,0.0015986125
7,33.5,-115.625,0.0015586889
8,33.5,-115.0,0.001955859
9,34.0,-118.125,0.0080834655
10,34.0,-117.5,0.005421922
11,34.0,-116.875,0.00275065
12,34.0,-116.25,0.0012910244
13,34.0,-115.625,0.0013534342
14,34.0,-115.0,0.0018033832
15,34.5,-120.0,0.0054852157
16,34.5,-119.375,0.0043779197
17,34.5,-118.75,0.0043463064
18,34.5,-118.125,0.0033432888
19,34.5,-117.5,0.002225081
20,34.5,-116.875,0.0013503162
21,34.5,-116.25,0.0010540482
22,34.5,-115.625,0.0012969967
23,34.5,-115.0,0.0016450114
24,35.0,-120.625,0.0056164977
25,35.0,-120.0,0.002433018
26,35.0,-119.375,0.0016843298
27,35.0,-118.75,0.001286401
28,35.0,-118.125,0.0010604801
29,35.0,-117.5,0.0010061947
30,35.0,-116.875,0.00091150944
31,35.0,-116.25,0.0009992224
32,35.0,-115.625,0.0011368941
33,35.0,-115.0,0.0013098886
34,35.5,-120.625,0.0031604513
35,35.5,-120.0,0.0019755855
36,35.5,-119.375,0.0016515082
37,35.5,-118.75,0.00091637834
38,35.5,-118.125,0.00075791986
39,35.5,-117.5,0.0007898784
40,35.5,-116.875,0.0007989676
41,35.5,-116.25,0.0008764121
42,35.5,-115.625,0.0009709243
43,36.0,-121.25,0.0027239711
44,36.0,-120.625,0.0019330973
45,36.0,-120.0,0.0018495963
46,36.0,-119.375,0.0014715131
47,36.0,-118.75,0.0009255013
48,36.0,-118.125,0.0006776492
49,36.0,-117.5,0.0007021718
50,36.0,-116.875,0.00073375
51,36.0,-116.25,0.0007618246
52,36.5,-121.875,0.0074934433
53,36.5,-121.25,0.002782677
54,36.5,-120.625,0.002054051
55,36.5,-120.0,0.0018637181
56,36.5,-119.375,0.001385376
57,36.5,-118.75,0.0009928182
58,36.5,-118.125,0.00074246683
59,36.5,-117.5,0.0006359048
60,36.5,-116.875,0.0006343449
61,37.0,-121.875,0.0054241843
62,37.0,-121.25,0.0027259504
63,37.0,-120.625,0.002136132
64,37.0,-120.0,0.0017481506
65,37.0,-119.375,0.0013974933
66,37.0,-118.75,0.0011159031
67,37.0,-118.125,0.0008258592
68,37.0,-117.5,0.0005685472
69,37.5,-121.875,0.004186527
70,37.5,-121.25,0.002313613
71,37.5,-120.625,0.0017644949
72,37.5,-120.0,0.0015800985
73,37.5,-119.375,0.0013248768
74,37.5,-118.75,0.001277943
75,37.5,-118.125,0.00088623987
76,38.0,-122.5,0.0053568427
77,38.0,-121.875,0.0047755265
78,38.0,-121.25,0.0031308655
79,38.0,-120.625,0.0017033676
80,38.0,-120.0,0.0014982369
81,38.0,-119.375,0.0013450468
82,38.0,-118.75,0.0012329529
83,38.5,-123.125,0.0043305377
84,38.5,-122.5,0.002545741
85,38.5,-121.875,0.0027400695
86,38.5,-121.25,0.002683941
87,38.5,-120.625,0.0016217985
88,38.5,-120.0,0.0014130065
89,38.5,-119.375,0.0012742166
90,39.0,-123.125,0.0027596941
91,39.0,-122.5,0.0020370896
92,39.0,-121.875,0.0020823996
93,39.0,-121.25,0.0020375408
94,39.0,-120.625,0.001620272
95,39.5,-123.75,0.0046317475
96,39.5,-123.125,0.0021452827
97,39.5,-122.5,0.0020920683
98,39.5,-121.875,0.0019957682
99,39.5,-121.25,0.001909667
100,39.5,-120.625,0.0016965187
101,40.0,-123.75,0.0033216588
102,40.0,-123.125,0.0020154687
103,40.0,-122.5,0.0020056253
104,40.0,-121.875,0.0020330756
105,40.0,-121.25,0.0020046977
106,40.0,-120.625,0.0019167982
107,40.0,-120.0,0.0019178529
108,40.5,-124.375,0.006868431
109,40.5,-123.75,0.003061225
110,40.5,-123.125,0.0021750492
111,40.5,-122.5,0.0019850773
112,40.5,-121.875,0.0019290688
113,40.5,-121.25,0.0018621706
114,40.5,-120.625,0.0019555793
115,40.5,-120.0,0.0018458479
116,41.0,-123.75,0.0034342203
117,41.0,-123.125,0.0021739386
118,41.0,-122.5,0.0020032295
119,41.0,-121.875,0.0019455259
120,41.0,-121.25,0.0019657528
121,41.0,-120.625,0.0019143274
122,41.0,-120.0,0.0018281061
123,41.5,-123.75,0.0034977181
124,41.5,-123.125,0.002378185
125,41.5,-122.5,0.002006739
126,41.5,-121.875,0.0020586161
127,41.5,-121.25,0.0022121002
128,41.5,-120.625,0.0020625314
129,41.5,-120.0,0.0019892931
130,42.0,-123.125,0.0027923528
131,42.0,-122.5,0.0025150338
132,42.0,-121.875,0.0023854706
