Unnamed: 0,lat,lon,Qair_f_inst
0,33.0,-116.875,0.0073152944
1,33.0,-116.25,0.005231891
2,33.0,-115.625,0.0058089816
3,33.0,-115.0,0.0062398096
4,33.5,-117.5,0.009184011
5,33.5,-116.875,0.0058893138
6,33.5,-116.25,0.005307801
7,33.5,-115.625,0.0059553166
8,33.5,-115.0,0.0061081885
9,34.0,-118.125,0.007870949
10,34.0,-117.5,0.0069399443
11,34.0,-116.875,0.00554241
12,34.0,-116.25,0.005164105
13,34.0,-115.625,0.005806805
14,34.0,-115.0,0.0057901796
15,34.5,-120.0,0.00657446
16,34.5,-119.375,0.004656309
17,34.5,-118.75,0.0053704916
18,34.5,-118.125,0.005219722
19,34.5,-117.5,0.0051455908
20,34.5,-116.875,0.0050781113
21,34.5,-116.25,0.005215775
22,34.5,-115.625,0.00570823
23,34.5,-115.0,0.0059017185
24,35.0,-120.625,0.00752067
25,35.0,-120.0,0.0049825227
26,35.0,-119.375,0.0039952034
27,35.0,-118.75,0.0037748106
28,35.0,-118.125,0.0038190258
29,35.0,-117.5,0.0041225906
30,35.0,-116.875,0.004502
31,35.0,-116.25,0.0049442546
32,35.0,-115.625,0.005233604
33,35.0,-115.0,0.005742937
34,35.5,-120.625,0.006075732
35,35.5,-120.0,0.004936201
36,35.5,-119.375,0.004307875
37,35.5,-118.75,0.00361823
38,35.5,-118.125,0.0031534506
39,35.5,-117.5,0.0033117167
40,35.5,-116.875,0.0036037744
41,35.5,-116.25,0.003923057
42,35.5,-115.625,0.004127495
43,36.0,-121.25,0.005698485
44,36.0,-120.625,0.0042868634
45,36.0,-120.0,0.0042922595
46,36.0,-119.375,0.0043866173
47,36.0,-118.75,0.0035020208
48,36.0,-118.125,0.0027399454
49,36.0,-117.5,0.0029243296
50,36.0,-116.875,0.003192436
51,36.0,-116.25,0.0033946463
52,36.5,-121.875,0.0074438006
53,36.5,-121.25,0.005653927
54,36.5,-120.625,0.0041608596
55,36.5,-120.0,0.0043040523
56,36.5,-119.375,0.0036746382
57,36.5,-118.75,0.0027247581
58,36.5,-118.125,0.0026569471
59,36.5,-117.5,0.0027738558
60,36.5,-116.875,0.0030301549
61,37.0,-121.875,0.007249428
62,37.0,-121.25,0.0057496782
63,37.0,-120.625,0.005031549
64,37.0,-120.0,0.0042713974
65,37.0,-119.375,0.002854538
66,37.0,-118.75,0.0025307147
67,37.0,-118.125,0.0026602857
68,37.0,-117.5,0.0027513334
69,37.5,-121.875,0.007380732
70,37.5,-121.25,0.0055485084
71,37.5,-120.625,0.0046975943
72,37.5,-120.0,0.003274114
73,37.5,-119.375,0.0024007785
74,37.5,-118.75,0.0023460921
75,37.5,-118.125,0.00243936
76,38.0,-122.5,0.007856707
77,38.0,-121.875,0.0075933537
78,38.0,-121.25,0.0062704273
79,38.0,-120.625,0.004425774
80,38.0,-120.0,0.0026209268
81,38.0,-119.375,0.002079688
82,38.0,-118.75,0.002444795
83,38.5,-123.125,0.007509908
84,38.5,-122.5,0.006777829
85,38.5,-121.875,0.0070750103
86,38.5,-121.25,0.006157813
87,38.5,-120.625,0.0037642552
88,38.5,-120.0,0.0023748262
89,38.5,-119.375,0.0021026034
90,39.0,-123.125,0.006094333
91,39.0,-122.5,0.0053910725
92,39.0,-121.875,0.006193137
93,39.0,-121.25,0.00506219
94,39.0,-120.625,0.0029471684
95,39.5,-123.75,0.007838025
96,39.5,-123.125,0.005311353
97,39.5,-122.5,0.0045963647
98,39.5,-121.875,0.005048518
99,39.5,-121.25,0.0036755886
100,39.5,-120.625,0.002386876
101,40.0,-123.75,0.0074818186
102,40.0,-123.125,0.005374894
103,40.0,-122.5,0.004084573
104,40.0,-121.875,0.0037031565
105,40.0,-121.25,0.0026626617
106,40.0,-120.625,0.0024212806
107,40.0,-120.0,0.0024825742
108,40.5,-124.375,0.008561983
109,40.5,-123.75,0.007665869
110,40.5,-123.125,0.0057250294
111,40.5,-122.5,0.0041680806
112,40.5,-121.875,0.00318445
113,40.5,-121.25,0.0028596388
114,40.5,-120.625,0.0031146202
115,40.5,-120.0,0.0031475574
116,41.0,-123.75,0.007931608
117,41.0,-123.125,0.0061310753
118,41.0,-122.5,0.004589452
119,41.0,-121.875,0.004258542
120,41.0,-121.25,0.0042404253
121,41.0,-120.625,0.0039495477
122,41.0,-120.0,0.0036361816
123,41.5,-123.75,0.00814404
124,41.5,-123.125,0.0069434517
125,41.5,-122.5,0.00599033
126,41.5,-121.875,0.005896495
127,41.5,-121.25,0.0057698744
128,41.5,-120.625,0.004904646
129,41.5,-120.0,0.0043759854
130,42.0,-123.125,0.007933761
131,42.0,-122.5,0.0074256547
132,42.0,-121.875,0.0070086927
