Unnamed: 0,lat,lon,Qair_f_inst
0,33.0,-116.875,0.0053427783
1,33.0,-116.25,0.004098357
2,33.0,-115.625,0.004779425
3,33.0,-115.0,0.0071019116
4,33.5,-117.5,0.007510113
5,33.5,-116.875,0.0042701717
6,33.5,-116.25,0.0041763936
7,33.5,-115.625,0.004462712
8,33.5,-115.0,0.00649956
9,34.0,-118.125,0.006690674
10,34.0,-117.5,0.004667804
11,34.0,-116.875,0.0036192136
12,34.0,-116.25,0.0038340213
13,34.0,-115.625,0.0040822425
14,34.0,-115.0,0.0055292496
15,34.5,-120.0,0.007906261
16,34.5,-119.375,0.006286942
17,34.5,-118.75,0.005647659
18,34.5,-118.125,0.004749611
19,34.5,-117.5,0.0038761331
20,34.5,-116.875,0.0034138171
21,34.5,-116.25,0.0036579284
22,34.5,-115.625,0.004084356
23,34.5,-115.0,0.0047893045
24,35.0,-120.625,0.008835998
25,35.0,-120.0,0.0069301776
26,35.0,-119.375,0.006657565
27,35.0,-118.75,0.006343612
28,35.0,-118.125,0.005070369
29,35.0,-117.5,0.004296093
30,35.0,-116.875,0.003769064
31,35.0,-116.25,0.0036568195
32,35.0,-115.625,0.0039114323
33,35.0,-115.0,0.0044276845
34,35.5,-120.625,0.0077526476
35,35.5,-120.0,0.0067895805
36,35.5,-119.375,0.006988648
37,35.5,-118.75,0.0062116515
38,35.5,-118.125,0.0046495185
39,35.5,-117.5,0.0039441236
40,35.5,-116.875,0.0037080718
41,35.5,-116.25,0.0035048688
42,35.5,-115.625,0.003527454
43,36.0,-121.25,0.0071275346
44,36.0,-120.625,0.0065056994
45,36.0,-120.0,0.006608043
46,36.0,-119.375,0.0068327896
47,36.0,-118.75,0.005708927
48,36.0,-118.125,0.0036370994
49,36.0,-117.5,0.0032219896
50,36.0,-116.875,0.003278179
51,36.0,-116.25,0.0032171402
52,36.5,-121.875,0.00903114
53,36.5,-121.25,0.006781848
54,36.5,-120.625,0.006176602
55,36.5,-120.0,0.0068007726
56,36.5,-119.375,0.0065010707
57,36.5,-118.75,0.005088929
58,36.5,-118.125,0.0036333494
59,36.5,-117.5,0.0030860165
60,36.5,-116.875,0.0029129565
61,37.0,-121.875,0.008291624
62,37.0,-121.25,0.0066911574
63,37.0,-120.625,0.00658109
64,37.0,-120.0,0.0068353377
65,37.0,-119.375,0.0056625796
66,37.0,-118.75,0.0041260133
67,37.0,-118.125,0.0036821067
68,37.0,-117.5,0.0028431637
69,37.5,-121.875,0.008044465
70,37.5,-121.25,0.006799618
71,37.5,-120.625,0.006765004
72,37.5,-120.0,0.0063792723
73,37.5,-119.375,0.0053300024
74,37.5,-118.75,0.004289582
75,37.5,-118.125,0.003677836
76,38.0,-122.5,0.0087137
77,38.0,-121.875,0.008281032
78,38.0,-121.25,0.0075068176
79,38.0,-120.625,0.0066691674
80,38.0,-120.0,0.0057818103
81,38.0,-119.375,0.0049233874
82,38.0,-118.75,0.004774596
83,38.5,-123.125,0.008089667
84,38.5,-122.5,0.0075620953
85,38.5,-121.875,0.0074503156
86,38.5,-121.25,0.0072004
87,38.5,-120.625,0.0058568805
88,38.5,-120.0,0.005576527
89,38.5,-119.375,0.004862828
90,39.0,-123.125,0.007021284
91,39.0,-122.5,0.0066069174
92,39.0,-121.875,0.0066412576
93,39.0,-121.25,0.0057934257
94,39.0,-120.625,0.004771668
95,39.5,-123.75,0.007887973
96,39.5,-123.125,0.0062432387
97,39.5,-122.5,0.006271569
98,39.5,-121.875,0.0060385745
99,39.5,-121.25,0.005497336
100,39.5,-120.625,0.004738026
101,40.0,-123.75,0.007402895
102,40.0,-123.125,0.006080618
103,40.0,-122.5,0.006147129
104,40.0,-121.875,0.0056689936
105,40.0,-121.25,0.0054145474
106,40.0,-120.625,0.0051102745
107,40.0,-120.0,0.0047965604
108,40.5,-124.375,0.008562834
109,40.5,-123.75,0.007232676
110,40.5,-123.125,0.0061491258
111,40.5,-122.5,0.006359488
112,40.5,-121.875,0.0057479255
113,40.5,-121.25,0.005451866
114,40.5,-120.625,0.0053654253
115,40.5,-120.0,0.004954735
116,41.0,-123.75,0.0072680335
117,41.0,-123.125,0.0060409643
118,41.0,-122.5,0.0061439653
119,41.0,-121.875,0.006130588
120,41.0,-121.25,0.005828526
121,41.0,-120.625,0.005418826
122,41.0,-120.0,0.0049964567
123,41.5,-123.75,0.007083164
124,41.5,-123.125,0.006352098
125,41.5,-122.5,0.0062931906
126,41.5,-121.875,0.006050108
127,41.5,-121.25,0.0060905237
128,41.5,-120.625,0.0055397437
129,41.5,-120.0,0.005135545
130,42.0,-123.125,0.0069991364
131,42.0,-122.5,0.0067528137
132,42.0,-121.875,0.0063545587
