Unnamed: 0,lat,lon,Qair_f_inst
0,33.0,-116.875,0.008016917
1,33.0,-116.25,0.0075571835
2,33.0,-115.625,0.01245923
3,33.0,-115.0,0.014113486
4,33.5,-117.5,0.0091466755
5,33.5,-116.875,0.0071283006
6,33.5,-116.25,0.009442615
7,33.5,-115.625,0.01223053
8,33.5,-115.0,0.012904246
9,34.0,-118.125,0.009215781
10,34.0,-117.5,0.0072844853
11,34.0,-116.875,0.006446304
12,34.0,-116.25,0.009050424
13,34.0,-115.625,0.011152942
14,34.0,-115.0,0.011643729
15,34.5,-120.0,0.0067757727
16,34.5,-119.375,0.005047684
17,34.5,-118.75,0.00573062
18,34.5,-118.125,0.0061669345
19,34.5,-117.5,0.0059093083
20,34.5,-116.875,0.005979774
21,34.5,-116.25,0.0077106818
22,34.5,-115.625,0.009923249
23,34.5,-115.0,0.010575067
24,35.0,-120.625,0.0074362825
25,35.0,-120.0,0.00462871
26,35.0,-119.375,0.0041980506
27,35.0,-118.75,0.004301208
28,35.0,-118.125,0.004737601
29,35.0,-117.5,0.004992139
30,35.0,-116.875,0.0053902003
31,35.0,-116.25,0.0068782982
32,35.0,-115.625,0.008759162
33,35.0,-115.0,0.009739906
34,35.5,-120.625,0.005089027
35,35.5,-120.0,0.0044151763
36,35.5,-119.375,0.004253062
37,35.5,-118.75,0.0042208056
38,35.5,-118.125,0.0046264664
39,35.5,-117.5,0.004773521
40,35.5,-116.875,0.004893987
41,35.5,-116.25,0.0059221894
42,35.5,-115.625,0.0071764165
43,36.0,-121.25,0.0055810786
44,36.0,-120.625,0.004652796
45,36.0,-120.0,0.0046329694
46,36.0,-119.375,0.0043079434
47,36.0,-118.75,0.0042227195
48,36.0,-118.125,0.0048515284
49,36.0,-117.5,0.0048391535
50,36.0,-116.875,0.004668688
51,36.0,-116.25,0.0051078773
52,36.5,-121.875,0.008478874
53,36.5,-121.25,0.005680648
54,36.5,-120.625,0.004981966
55,36.5,-120.0,0.0048870095
56,36.5,-119.375,0.004258819
57,36.5,-118.75,0.00437153
58,36.5,-118.125,0.005135169
59,36.5,-117.5,0.0048215226
60,36.5,-116.875,0.0044851187
61,37.0,-121.875,0.0075070527
62,37.0,-121.25,0.005820822
63,37.0,-120.625,0.005355282
64,37.0,-120.0,0.004783992
65,37.0,-119.375,0.0042377324
66,37.0,-118.75,0.0046770778
67,37.0,-118.125,0.0052215457
68,37.0,-117.5,0.004821822
69,37.5,-121.875,0.0069080815
70,37.5,-121.25,0.0059262156
71,37.5,-120.625,0.005396811
72,37.5,-120.0,0.0046066614
73,37.5,-119.375,0.004476482
74,37.5,-118.75,0.004757456
75,37.5,-118.125,0.004915694
76,38.0,-122.5,0.0077669737
77,38.0,-121.875,0.0074335914
78,38.0,-121.25,0.0066947755
79,38.0,-120.625,0.0051939082
80,38.0,-120.0,0.0044995905
81,38.0,-119.375,0.0046820794
82,38.0,-118.75,0.004966982
83,38.5,-123.125,0.0071305404
84,38.5,-122.5,0.0056014485
85,38.5,-121.875,0.0057505877
86,38.5,-121.25,0.0061952197
87,38.5,-120.625,0.0048229084
88,38.5,-120.0,0.004532036
89,38.5,-119.375,0.0047329655
90,39.0,-123.125,0.0056074914
91,39.0,-122.5,0.004562751
92,39.0,-121.875,0.005140865
93,39.0,-121.25,0.00544396
94,39.0,-120.625,0.0046787136
95,39.5,-123.75,0.0073671043
96,39.5,-123.125,0.0048156367
97,39.5,-122.5,0.0047293385
98,39.5,-121.875,0.005233548
99,39.5,-121.25,0.0051857573
100,39.5,-120.625,0.004648022
101,40.0,-123.75,0.00675554
102,40.0,-123.125,0.0050133937
103,40.0,-122.5,0.005330624
104,40.0,-121.875,0.00520179
105,40.0,-121.25,0.0051731635
106,40.0,-120.625,0.0051179733
107,40.0,-120.0,0.0053518494
108,40.5,-124.375,0.0084750755
109,40.5,-123.75,0.0067694043
110,40.5,-123.125,0.0053200726
111,40.5,-122.5,0.005534682
112,40.5,-121.875,0.005397726
113,40.5,-121.25,0.005338621
114,40.5,-120.625,0.005709395
115,40.5,-120.0,0.005824695
116,41.0,-123.75,0.0067943404
117,41.0,-123.125,0.0055140783
118,41.0,-122.5,0.005755156
119,41.0,-121.875,0.0059665293
120,41.0,-121.25,0.006000079
121,41.0,-120.625,0.0059871394
122,41.0,-120.0,0.0059485217
123,41.5,-123.75,0.0064019975
124,41.5,-123.125,0.005857445
125,41.5,-122.5,0.005940819
126,41.5,-121.875,0.0063650147
127,41.5,-121.25,0.0066440497
128,41.5,-120.625,0.0062390417
129,41.5,-120.0,0.0061696973
130,42.0,-123.125,0.006399181
131,42.0,-122.5,0.006254021
132,42.0,-121.875,0.0066707917
