Unnamed: 0,lat,lon,Qair_f_inst
0,33.0,-116.875,0.0026876742
1,33.0,-116.25,0.0020696393
2,33.0,-115.625,0.0019898682
3,33.0,-115.0,0.0014420779
4,33.5,-117.5,0.0035132084
5,33.5,-116.875,0.0022746292
6,33.5,-116.25,0.0018318393
7,33.5,-115.625,0.0017015679
8,33.5,-115.0,0.0014260298
9,34.0,-118.125,0.002514007
10,34.0,-117.5,0.0019799748
11,34.0,-116.875,0.0017310056
12,34.0,-116.25,0.0016076943
13,34.0,-115.625,0.001549779
14,34.0,-115.0,0.0014118347
15,34.5,-120.0,0.004106351
16,34.5,-119.375,0.0029758688
17,34.5,-118.75,0.0025457207
18,34.5,-118.125,0.0018704679
19,34.5,-117.5,0.0016857656
20,34.5,-116.875,0.0015941542
21,34.5,-116.25,0.0015178536
22,34.5,-115.625,0.0014167294
23,34.5,-115.0,0.0013966801
24,35.0,-120.625,0.0042031114
25,35.0,-120.0,0.003456542
26,35.0,-119.375,0.003230636
27,35.0,-118.75,0.002708179
28,35.0,-118.125,0.0019400044
29,35.0,-117.5,0.0016504014
30,35.0,-116.875,0.0015475275
31,35.0,-116.25,0.0014457777
32,35.0,-115.625,0.0013293182
33,35.0,-115.0,0.0014049266
34,35.5,-120.625,0.0039063576
35,35.5,-120.0,0.003900595
36,35.5,-119.375,0.0036570777
37,35.5,-118.75,0.002618704
38,35.5,-118.125,0.0019256631
39,35.5,-117.5,0.0016673832
40,35.5,-116.875,0.0015489213
41,35.5,-116.25,0.0014281826
42,35.5,-115.625,0.0013630475
43,36.0,-121.25,0.004073418
44,36.0,-120.625,0.0037450946
45,36.0,-120.0,0.004144171
46,36.0,-119.375,0.0038434097
47,36.0,-118.75,0.0021663872
48,36.0,-118.125,0.0017723
49,36.0,-117.5,0.0017310512
50,36.0,-116.875,0.00158076
51,36.0,-116.25,0.0014290352
52,36.5,-121.875,0.0046007903
53,36.5,-121.25,0.0035534159
54,36.5,-120.625,0.0038101245
55,36.5,-120.0,0.0040719802
56,36.5,-119.375,0.003267994
57,36.5,-118.75,0.0018364
58,36.5,-118.125,0.0016945003
59,36.5,-117.5,0.0017205328
60,36.5,-116.875,0.0015906923
61,37.0,-121.875,0.003835756
62,37.0,-121.25,0.003560309
63,37.0,-120.625,0.003796688
64,37.0,-120.0,0.003662031
65,37.0,-119.375,0.0022471433
66,37.0,-118.75,0.0015321957
67,37.0,-118.125,0.0018215488
68,37.0,-117.5,0.0017151689
69,37.5,-121.875,0.0035895596
70,37.5,-121.25,0.003659744
71,37.5,-120.625,0.003511479
72,37.5,-120.0,0.0025234371
73,37.5,-119.375,0.0017233444
74,37.5,-118.75,0.0015328991
75,37.5,-118.125,0.0019373932
76,38.0,-122.5,0.0039528874
77,38.0,-121.875,0.0037046892
78,38.0,-121.25,0.003565927
79,38.0,-120.625,0.0029874232
80,38.0,-120.0,0.0020277095
81,38.0,-119.375,0.0016170515
82,38.0,-118.75,0.0019783748
83,38.5,-123.125,0.004193492
84,38.5,-122.5,0.0033462243
85,38.5,-121.875,0.0033956144
86,38.5,-121.25,0.0031911759
87,38.5,-120.625,0.0024919997
88,38.5,-120.0,0.0019437238
89,38.5,-119.375,0.001978786
90,39.0,-123.125,0.0033745782
91,39.0,-122.5,0.0031697666
92,39.0,-121.875,0.0031095215
93,39.0,-121.25,0.0026984687
94,39.0,-120.625,0.0023143801
95,39.5,-123.75,0.0047366596
96,39.5,-123.125,0.002697989
97,39.5,-122.5,0.0029985895
98,39.5,-121.875,0.0025732026
99,39.5,-121.25,0.0022339846
100,39.5,-120.625,0.0020059168
101,40.0,-123.75,0.004256439
102,40.0,-123.125,0.0028013873
103,40.0,-122.5,0.0030199627
104,40.0,-121.875,0.002285633
105,40.0,-121.25,0.0020410707
106,40.0,-120.625,0.001839595
107,40.0,-120.0,0.0016962275
108,40.5,-124.375,0.004838218
109,40.5,-123.75,0.003958356
110,40.5,-123.125,0.0032071872
111,40.5,-122.5,0.0030083272
112,40.5,-121.875,0.0022677903
113,40.5,-121.25,0.0020435753
114,40.5,-120.625,0.0018503848
115,40.5,-120.0,0.0016991206
116,41.0,-123.75,0.0037286456
117,41.0,-123.125,0.0030855918
118,41.0,-122.5,0.0028270038
119,41.0,-121.875,0.0025607848
120,41.0,-121.25,0.002072566
121,41.0,-120.625,0.0019137607
122,41.0,-120.0,0.0017659977
123,41.5,-123.75,0.0036633387
124,41.5,-123.125,0.003194453
125,41.5,-122.5,0.002855643
126,41.5,-121.875,0.0024353222
127,41.5,-121.25,0.0021586206
128,41.5,-120.625,0.0019536682
129,41.5,-120.0,0.0018498921
130,42.0,-123.125,0.0034296436
131,42.0,-122.5,0.0030495252
132,42.0,-121.875,0.0025190113
