Unnamed: 0,lat,lon,Qair_f_inst
0,33.0,-116.875,0.0034435384
1,33.0,-116.25,0.002700827
2,33.0,-115.625,0.002446729
3,33.0,-115.0,0.002406175
4,33.5,-117.5,0.004472801
5,33.5,-116.875,0.0028856115
6,33.5,-116.25,0.0025920945
7,33.5,-115.625,0.0022409915
8,33.5,-115.0,0.0021623608
9,34.0,-118.125,0.0036402263
10,34.0,-117.5,0.0032082554
11,34.0,-116.875,0.002813233
12,34.0,-116.25,0.0026118334
13,34.0,-115.625,0.002184184
14,34.0,-115.0,0.0019889558
15,34.5,-120.0,0.0041141193
16,34.5,-119.375,0.0029524025
17,34.5,-118.75,0.0028766894
18,34.5,-118.125,0.0028820038
19,34.5,-117.5,0.0027823737
20,34.5,-116.875,0.0027078425
21,34.5,-116.25,0.002627097
22,34.5,-115.625,0.0020798973
23,34.5,-115.0,0.00187911
24,35.0,-120.625,0.0047594444
25,35.0,-120.0,0.0032859265
26,35.0,-119.375,0.003135264
27,35.0,-118.75,0.0027816931
28,35.0,-118.125,0.0027875018
29,35.0,-117.5,0.0027280531
30,35.0,-116.875,0.0025716147
31,35.0,-116.25,0.0023025542
32,35.0,-115.625,0.001877658
33,35.0,-115.0,0.0018493737
34,35.5,-120.625,0.003680229
35,35.5,-120.0,0.003689562
36,35.5,-119.375,0.0036364018
37,35.5,-118.75,0.0028688367
38,35.5,-118.125,0.0027750477
39,35.5,-117.5,0.0027588971
40,35.5,-116.875,0.002568043
41,35.5,-116.25,0.0020181083
42,35.5,-115.625,0.0017003188
43,36.0,-121.25,0.0035580618
44,36.0,-120.625,0.0034115321
45,36.0,-120.0,0.0037307786
46,36.0,-119.375,0.0037291
47,36.0,-118.75,0.0028872918
48,36.0,-118.125,0.0027782808
49,36.0,-117.5,0.0027035114
50,36.0,-116.875,0.0024709932
51,36.0,-116.25,0.0020252368
52,36.5,-121.875,0.0048889965
53,36.5,-121.25,0.003375084
54,36.5,-120.625,0.0035700237
55,36.5,-120.0,0.003866296
56,36.5,-119.375,0.0032912001
57,36.5,-118.75,0.0027418935
58,36.5,-118.125,0.0027004413
59,36.5,-117.5,0.0025935199
60,36.5,-116.875,0.002241332
61,37.0,-121.875,0.004132983
62,37.0,-121.25,0.0038544917
63,37.0,-120.625,0.0040030014
64,37.0,-120.0,0.00365277
65,37.0,-119.375,0.0029421933
66,37.0,-118.75,0.0027113669
67,37.0,-118.125,0.0027404036
68,37.0,-117.5,0.0025548318
69,37.5,-121.875,0.0041273795
70,37.5,-121.25,0.0040485174
71,37.5,-120.625,0.003959087
72,37.5,-120.0,0.003243638
73,37.5,-119.375,0.002771384
74,37.5,-118.75,0.0026430907
75,37.5,-118.125,0.00278221
76,38.0,-122.5,0.0045313225
77,38.0,-121.875,0.0043665348
78,38.0,-121.25,0.004144103
79,38.0,-120.625,0.003570103
80,38.0,-120.0,0.002929438
81,38.0,-119.375,0.002643992
82,38.0,-118.75,0.0027064316
83,38.5,-123.125,0.004606658
84,38.5,-122.5,0.004205394
85,38.5,-121.875,0.004402224
86,38.5,-121.25,0.0040988266
87,38.5,-120.625,0.0032880392
88,38.5,-120.0,0.002823762
89,38.5,-119.375,0.002664485
90,39.0,-123.125,0.004105921
91,39.0,-122.5,0.00409197
92,39.0,-121.875,0.004194382
93,39.0,-121.25,0.0038514186
94,39.0,-120.625,0.003146156
95,39.5,-123.75,0.0050492254
96,39.5,-123.125,0.0040507913
97,39.5,-122.5,0.0040672612
98,39.5,-121.875,0.0038995224
99,39.5,-121.25,0.0034655456
100,39.5,-120.625,0.0030889243
101,40.0,-123.75,0.0044531296
102,40.0,-123.125,0.004142362
103,40.0,-122.5,0.004108703
104,40.0,-121.875,0.0038326464
105,40.0,-121.25,0.0035199292
106,40.0,-120.625,0.0032832809
107,40.0,-120.0,0.0031940045
108,40.5,-124.375,0.006142497
109,40.5,-123.75,0.0041061337
110,40.5,-123.125,0.004071432
111,40.5,-122.5,0.003978616
112,40.5,-121.875,0.0037828218
113,40.5,-121.25,0.0036322968
114,40.5,-120.625,0.003627518
115,40.5,-120.0,0.0036403628
116,41.0,-123.75,0.004156768
117,41.0,-123.125,0.0038102001
118,41.0,-122.5,0.003710272
119,41.0,-121.875,0.0035658237
120,41.0,-121.25,0.0034923926
121,41.0,-120.625,0.0035357457
122,41.0,-120.0,0.0035527868
123,41.5,-123.75,0.004480072
124,41.5,-123.125,0.0038999664
125,41.5,-122.5,0.0036715774
126,41.5,-121.875,0.0035341547
127,41.5,-121.25,0.0034875867
128,41.5,-120.625,0.0034559742
129,41.5,-120.0,0.0034831509
130,42.0,-123.125,0.0040735323
131,42.0,-122.5,0.0038589176
132,42.0,-121.875,0.003605664
